




============================================================================
Função: Griewangk
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
meanNFE;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;
meanFX;0,27393196097039013;0,07642425357362875;2,636091659744513;0,08717095977598668;0,09657272089256866;75,15830287407758;28,144800904659416;28,335811939193075;27,64060833195682;24,401548197866177;
medianFX;0,22659898331604822;0,06579944646484492;0,1609456561721856;0,0787670848076264;0,08709578815963037;76,36434602028052;29,14101096203151;29,698575299289395;28,816036579641683;23,502439644076905;
sdFX;0,2227324216918616;0,064774366217496;15,519619931422184;0,06592197064509356;0,05418687285515619;16,989140952407563;4,736627299634719;4,612009209976765;4,5768940350126535;4,518125534788733;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
15;21,99017052353441;17,040803760274834;19,556026001188798;19,165790220283796;14,646288186817813;141,19560685998087;84,62444226756833;100,52928180157458;91,24095133763508;108,81359353432129;
16;26,221475986977538;21,278432466680826;30,279211609831805;28,205737854764482;18,003344520169563;145,61203058380525;99,3768057998351;94,10343581401216;91,40440942359311;97,42027511603038;
17;25,27869843595297;21,2377199556503;25,278698435952975;16,20467077324865;19,066046223177175;159,40676594393074;101,63908651144436;84,44894319798145;98,51823314203375;99,12599402388652;
18;17,03497252301323;20,141260925398427;25,027892597316132;17,06691740129711;17,89329757843783;137,58096665925035;86,74244601118632;95,39084811599267;101,87248773021184;105,25453891300172;
19;20,846746397312018;8,982275532610664;15,991551881996443;12,02882940283179;8,161860839862292;137,02613278121527;104,12015434349979;103,93291445533481;100,05559526657142;105,9477845643822;
20;16,883684803560058;12,979742380044733;15,104244573089268;10,0304828796571;8,001657697410096;108,94997792351376;98,04419713111233;96,25528062122137;93,21028647595703;101,06430178543098;
21;22,013710009702933;16,94012750123504;19,89404254638317;23,02973608028084;12,155337223619476;137,7610124732309;92,79119099752936;106,48699164160584;80,12888023439675;94,46687347471733;
22;20,908721254251596;19,096058186231794;152,73757258712953;15,006301387185914;21,018876532657124;135,9002812495541;98,85555477738694;99,77686311277357;93,6604170591014;96,81006242322832;
23;15,163068483844235;8,04778416615904;13,16366407132287;4,053726031183928;11,10469378493093;139,07119859421795;95,49783359223937;92,64917201366382;86,76478914316957;97,34966155169305;
24;17,10530860359401;18,064116675191592;18,064819525542156;17,0814411835987;6,981690790238041;139,07539278374594;94,51211334247284;96,41202421479045;96,15049333468173;94,51539897158429;
25;25,992864536314627;26,178530684677057;25,10738850214279;23,197405129729283;18,113425196098547;155,78056699458858;97,80775975353467;105,62946518619745;93,7162974147879;106,11968694896774;
26;20,209905947353377;22,30103195288249;17,280472507109813;19,25280042851066;15,215267920351756;144,21286714373792;100,90195391740961;157,3324153305843;98,05489944416333;101,15263562836648;
27;21,15663558915405;21,368942286948084;17,18444968953814;15,131123605560347;20,080073157273333;161,65068203411133;107,45799291124993;98,04279308492593;96,30586926308786;101,98815840323276;
28;31,206394975079338;20,22028818437127;27,246551094600143;24,16415407055716;23,148362230949957;152,85642584757403;99,3759756005536;120,17839398214825;82,87132340986076;109,2687847129229;
29;14,055289184694416;15,039369509558846;184,79330352584486;10,980931036354015;13,990280312767695;151,14545292268298;98,70639247770478;91,60449345184223;95,05910231683247;106,88468254747258;
30;18,00724698490349;13,040144666593008;17,023817199431747;13,039441816242444;15,114928568633971;148,76886635912282;100,34513512384015;98,0076327000381;94,14590360628034;106,58643473161018;
31;17,018382018817498;7,0093351439227405;22,07533512616979;15,050219634229457;15,08195772610943;148,84081864638574;96,16300815536923;115,36933740855827;92,58854252177431;95,84860581538514;
32;24,050869158020554;12,40299899754286;15,902240275100787;22,05561553232595;10,32745451927262;147,224093501309;95,52966386291675;105,1183574629486;90,31427536229293;106,496269152256;
33;22,196631995221438;21,761568345349104;20,156412184612996;19,187556414770043;18,4166172852649;144,36352377786386;96,29801258501892;108,36706968204109;94,61524063986073;106,23034721983288;
34;20,06469577533027;17,22139969417713;20,156463628141275;16,99104134477004;17,2397140073734;148,28519182192832;92,10811145195152;106,02425105634813;87,89339775795241;109,13656269419049;
35;15,989398139946871;17,096998736970768;21,28517083665374;13,072268729841177;20,170981527790822;155,00712817241077;95,20361140990883;95,11389684975177;96,8805698266315;94,18478842638103;
36;21,203902607291404;14,169516808453011;23,20809267190998;21,23631425494917;19,124381144754565;152,61097873690716;97,60650532354913;104,00430421046457;92,35184930528696;97,16104367328796;
37;13,931257594096152;13,10473727351134;12,950420408786115;8,031154765043453;10,938043764757914;132,28364188770354;92,71028338526034;90,45215324408896;98,90187181892054;102,1237990595105;
38;24,172896664039904;16,23935982649401;24,13688536335288;24,172896664039904;21,301172292809902;140,39690735365357;93,57723010923068;95,75272606217406;98,4168676476047;108,82267426151456;
39;16,02275330398642;12,974675092252703;16,022753303986427;17,95918575223873;10,065771901617481;160,35592916037842;99,65502662668135;104,79505835726567;83,87888226274363;100,83622748880587;
40;24,09163977526454;19,98389302724832;28,149375398118803;26,088285296795156;22,516683171148188;148,10908140078106;94,57427161801068;108,86406709527299;103,27028109273495;96,01630655600579;






============================================================================
Função: Rosenbrock
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
meanNFE;100022;100022;100022;100022;100022;100022;100022;100022;100022;100022;
meanFX;0,000474184887448691;3,501479311650975E-05;0,000456375009099687;3,262190406126701E-05;2,591102167885089E-05;0,3696406475845445;0,9058314966379356;0,6814596144680831;1,0088749225438889;4,089874760449468E-05;
medianFX;0,00017565858231589812;2,0303968399015835E-05;0,0002700747569422944;1,8273875128587248E-05;1,8273875128587248E-05;0,0015962299449346564;0,35584703783276544;0,295439400415522;0,811086612447501;2,25576640389694E-05;
sdFX;0,0007207582994507748;3,6102861539892786E-05;0,0006087479860178764;4,0987295119556206E-05;3,216521757151794E-05;0,8753804770229342;1,4827032039017674;0,8519824873016443;1,392351578763085;5,709167581056759E-05;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
5;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;101,15645583692455;
50;11,217202306001429;13,801015819277714;12,509868109298884;15,620235340788648;12,320159011031294;13,602518774819952;8,941238215420402;8,158550962175273;6,611100938015173;16,542129088224286;
100;5,211970687455839;2,267883600741075;8,1023346074615;2,324440214688553;2,9970989335810625;2,7176624756782592;1,5870193040454117;1,7236165764882547;1,422180844997114;2,5016990096658156;
500;0,9186848958685448;1,1242431031477793;1,0168293137788171;1,1094558245538237;0,7984195277378531;0,7260877034146397;0,9059154298534949;0,7015295455539595;1,0088749225438889;0,8049412951686442;
1000;0,6550107605585886;0,8699051529235339;0,5503500870925079;0,718232149162798;0,6056881545751838;0,51539471667283;0,9058314966379356;0,6998053627497559;1,0088749225438889;0,5039308404340477;
1500;0,38942591733856946;0,3373396598580924;0,29698236695736463;0,5983261736906769;0,39511545827599465;0,4465188166329754;0,9058314966379356;0,6818877087769571;1,0088749225438889;0,3527817295729769;
2000;0,20126901420186769;0,18359447718334884;0,2171744317400816;0,5070626705415289;0,24468783695806273;0,3992421526025389;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,258770995745652;
2500;0,15811929506299435;0,11031436809153569;0,13931100128113733;0,4611622081838731;0,170055943771576;0,39449594082848394;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,23988634870601439;
3000;0,13775980619897862;0,09890279278532335;0,11831549113827203;0,18781344629220903;0,166999640105656;0,3883520498501897;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,17807228257765187;
3500;0,13606721482429684;0,07291761484309617;0,11831549113827203;0,15891151618337357;0,1276745230703161;0,3855923471651486;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,1747118660522511;
4000;0,10441958228447612;0,06537426578856413;0,11686167095331819;0,11935613991357603;0,11578973285492156;0,3854490678155135;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,16869314710328073;
4500;0,04651215967745169;0,06286700834912581;0,1129220286078934;0,08482261945593728;0,08126500814352239;0,38341638316998716;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,11446948789008948;
5000;0,04249060616719095;0,061342496851906105;0,09212729631684152;0,08376411776189996;0,06009589519181675;0,3811389438162702;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,10694285027399823;
6000;0,03790846477488351;0,032918007631758076;0,05856864693613299;0,04760042996215441;0,0249995936134327;0,38085304453917507;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,05358273532963016;
7000;0,031101092643181526;0,0125015114254423;0,04181207216547575;0,021851278662024055;0,023608277942436924;0,37958781623469895;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,04088099807262142;
8000;0,017863074483594726;0,007070748192735179;0,038538837792734135;0,010786566815254087;0,017467430370030426;0,3784510084670763;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,009862789748179076;
9000;0,015901030468865526;0,0058126972557017;0,03770459539381095;0,00846157237416301;0,014879297525118323;0,3765339461950482;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,008274667808501921;
10000;0,014164730015955437;0,00404651661963905;0,032591877500571007;0,0074987978924251535;0,014450197237552313;0,37604242628740975;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,008011203722164665;
12000;0,012989488397373797;0,0021052042148709837;0,019405426366242817;0,007226522335791126;0,003540472277993497;0,3756159636512303;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,0043978285684667644;
14000;0,007053514501760126;0,0008185809215907315;0,015606316201836418;0,004811954401634518;0,0019601340190543264;0,37505438746173647;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,0038365769275145447;
16000;0,005747776963752597;0,0007595182492524332;0,011794532099722456;0,004256107404558478;0,0003835409848295772;0,37445097010144934;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,003702298091316633;
18000;0,003403455806069003;0,0006174499614114984;0,0075137749750756625;0,000710126914251521;0,00027801617221733264;0,37313105795721546;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,003380660264498482;
20000;0,003403455806069003;0,0005919186129440545;0,00500812282116816;0,000511552437221445;0,00027040647622905435;0,37309821286859546;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,0023788236274030873;
25000;0,0027507795455344883;0,0001800052401247087;0,002754062677149634;0,00048168124177196966;0,00024364870274528973;0,372027175810231;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,0004868378688238622;
30000;0,0024049363897169374;0,00011788125071311004;0,0018769361002253086;0,00016247919916978395;0,0002268150375926593;0,3717726775109407;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,00037346887946024997;
35000;0,0023088576260172754;0,00010943571191601412;0,0015444337268782412;9,829255922241748E-05;7,452744097856069E-05;0,371154221461091;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,0002840905380522725;
40000;0,0020422244070629715;8,629030978352803E-05;0,0013651473647936535;7,162929072139055E-05;6,946230364197396E-05;0,37081854150065025;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,00023250279170656342;
45000;0,001462102390952884;7,459407647827612E-05;0,0012907642781047487;5,9842581222457655E-05;5,79766975769165E-05;0,37043593957605914;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,00014637273783479681;
50000;0,001373433238936668;6,446023921681852E-05;0,0009441046945488004;5,486033846041782E-05;5,3479932822057276E-05;0,37024701653149383;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,00011758964693143646;
55000;0,001101675698561628;6,194863234215651E-05;0,0009107838665524325;4,908254401254498E-05;4,4841264527316135E-05;0,370143180142763;0,9058314966379356;0,6814596144680831;1,0088749225438889;0,00011724246128037783;
60000;0,0010493527312306367;5,9562598880649665E-05;0,000725827129631834;4,144439269361345E-05;4,234264888497248E-05;0,3701347279133628;0,9058314966379356;0,6814596144680831;1,0088749225438889;8,453794210762726E-05;
65000;0,0010050392207102072;5,910078804714689E-05;0,0006997745538090932;4,144439269361345E-05;3,827568449724034E-05;0,370124321356332;0,9058314966379356;0,6814596144680831;1,0088749225438889;6,395018105839093E-05;
70000;0,0009182501287493553;5,514262411395687E-05;0,0006997745538090932;3,764059224135286E-05;3,218519667294498E-05;0,3699478293812253;0,9058314966379356;0,6814596144680831;1,0088749225438889;5,729704035225385E-05;
75000;0,0006584456152728498;4,8916522418322087E-05;0,0005511327937746792;3,678307196942604E-05;3,218519667294498E-05;0,369851092003117;0,9058314966379356;0,6814596144680831;1,0088749225438889;5,729704035225385E-05;
80000;0,0006584456152728498;4,891132009219668E-05;0,0005503244334712918;3,657220307488921E-05;3,096319319760664E-05;0,369766837409616;0,9058314966379356;0,6814596144680831;1,0088749225438889;5,416752169399779E-05;
85000;0,0006528928152126045;4,368922099432552E-05;0,0005232118988787912;3,629346223719029E-05;3,0256417602705444E-05;0,3697332495348039;0,9058314966379356;0,6814596144680831;1,0088749225438889;5,4097059599006564E-05;
90000;0,0005339174053834088;4,1306949222158104E-05;0,0005151197526301967;3,629245617124735E-05;3,0028877956186753E-05;0,369672301727275;0,9058314966379356;0,6814596144680831;1,0088749225438889;4,988253485025195E-05;
95000;0,000474184887448691;3,5656849793716385E-05;0,0005097996807240772;3,371359390185007E-05;2,7132019088246314E-05;0,369672301727275;0,9058314966379356;0,6814596144680831;1,0088749225438889;4,988253485025195E-05;
100000;0,000474184887448691;3,501479311650975E-05;0,000456375009099687;3,262190406126701E-05;2,591102167885089E-05;0,3696406475845445;0,9058314966379356;0,6814596144680831;1,0088749225438889;4,089874760449468E-05;

==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
1;0,0009313716290119139;1,6272330808828494E-05;0,00043088192035076146;1,6272330808828494E-05;1,8273875128587248E-05;0,001736032154666886;0,12200846305073015;0,23084632224311483;0,3538276206105672;1,5870544892419822E-05;
2;0,00012393174849040613;2,0303968399015835E-05;0,0001438891520800295;3,4426180491873114E-05;1,7719288467843232E-06;0,0035746805895842484;0,04093153550458031;0,353965173644434;0,0012351570828220072;3,9784068762489366E-05;
3;4,137588455472557E-05;1,7719288467843232E-06;7,623185957499665E-05;3,4722062112888553E-06;3,4722062112888553E-06;1,0990927521693885;4,632786457298573;0,010823691025666916;0,13370073039070324;2,378284925332508E-06;
4;1,9897131512287455E-05;9,402268240680229E-05;0,0002700747569422944;1,6529512633522721E-06;1,6529512633522721E-06;0,811086612447501;0,7925789852371207;0,7916781062073597;0,811086612447501;2,021315536048899E-06;
5;3,945351130221012E-05;1,6272330808828494E-05;4,0552063198347245E-05;1,8273875128587248E-05;6,646211204800484E-05;0,00015408086160079447;0,253700603005673;0,04201949791454217;0,04413615557150345;1,7719288467843232E-06;
6;3,4722062112888553E-06;9,402268240680229E-05;0,00023753358339809996;9,154810992615023E-05;1,6529512633522721E-06;0,00023116633636221373;1,1548719701407348;0,03173551236417899;1,1352353606928136;1,7719288467843232E-06;
7;0,0003134890791397597;2,9847853611251183E-05;0,002528356743138248;6,052344200316405E-06;2,9847853611251183E-05;0,013172474816204153;0,09568875749915703;0,008825103089509057;0,7731285906605949;9,68347953482746E-06;
8;0,0008084731109257757;1,8273875128587248E-05;0,0010040852518872307;2,7335218351617432E-05;6,646211204800484E-05;1,0852215584116882;0,7891827016922869;0,06098296243804412;1,1364523495828391;1,8715330567691556E-05;
9;0,00014099746201605884;4,7888267083683586E-05;0,0002737037218762984;7,124241620630472E-06;5,257468600565964E-05;4,340156709969729E-05;0,0014169941515091307;1,8507820553230108;0,0083822653036711;2,7335218351617432E-05;
10;0,0033150048545467093;1,8273875128587248E-05;8,801785615547957E-05;0,0001646998910453348;1,118248750616245E-05;0,0801040651183214;0,24201816787656394;0,061687840667935985;1,819342150474659;2,7335218351617432E-05;
11;0,0007792631619728314;1,8273875128587248E-05;2,8771350992162275E-06;1,8273875128587248E-05;1,7719288467843232E-06;0,0015962299449346564;0,0046858966924167595;1,267919124077363;0,006365488312212335;6,646211204800484E-05;
12;0,00014020786003884802;5,054029490123827E-06;0,00017911511691801727;1,6529512633522721E-06;2,8771350992162275E-06;0,0004534461020227322;1,0367768885174007;0,0006226503976908918;1,0314240117815507;1,8273875128587248E-05;
13;1,669579807043213E-05;1,8273875128587248E-05;8,372710973122832E-06;5,490216108160771E-05;3,8377629631470756E-05;0,0003768660723711781;0,43453862422491707;0,8470760464143904;0,07842188654677233;2,25576640389694E-05;
14;0,0014400560301241893;7,124241620630472E-06;0,0008253856605068769;0,00012935576109500885;2,25576640389694E-05;0,00018927318437104036;0,08901812898957935;0,02415857940745021;0,02836112609404034;4,250563362805409E-05;
15;4,8005931945681235E-05;0,0001471593717566123;0,0006911309711849433;1,6529512633522721E-06;1,8273875128587248E-05;0,00026371757701890977;0,7761097823127424;0,09966444129439335;0,8163706002063443;3,536302590329494E-05;
16;0,00017565858231589812;6,052344200316405E-06;0,0010810599389552062;7,124241620630472E-06;0,0001531688043498238;1,1407697466219058;1,1598017141982737;2,64847290074087;1,1585731974315825;2,25576640389694E-05;
17;0,00019314373721473444;3,536302590329494E-05;0,0003290071947604663;1,6529512633522721E-06;1,2732530238028651E-05;3,9784068762489366E-05;1,0792733082644637;2,399561333506466;1,0542223868109246;1,4664375473771773E-05;
18;1,8273875128587248E-05;3,218849167572097E-05;0,00038175132120772296;4,220673460361349E-06;4,464586500585507E-05;1,168600524384018;0,027990016021292;0,00257281595046844;1,168600524384018;1,669579807043213E-05;
19;9,68347953482746E-06;9,68347953482746E-06;0,000434476134571083;1,6529512633522721E-06;2,9847853611251183E-05;0,7745010933203755;0,7736471899096872;0,0021274784889875964;0,17134196384533285;3,218849167572097E-05;
20;0,001637793442471601;1,6529512633522721E-06;0,0008805697138483788;2,25576640389694E-05;1,6529512633522721E-06;0,06192626678484651;0,11234201649195026;1,1669167781363363;0,06670633623969593;1,8273875128587248E-05;
21;0,00045748151186921767;1,8273875128587248E-05;0,00018848013883912635;2,7335218351617432E-05;2,021315536048899E-06;0,0014285901605625058;0,11901269094874004;0,012328648626819346;0,14030356348058257;1,5214416266896902E-05;
22;0,00011300286551016438;6,646211204800484E-05;0,00017024751335453553;9,68347953482746E-06;1,6529512633522721E-06;1,0739233767224612;1,0715898051491985;1,1189131293496792;1,1328083252863446;3,4722062112888553E-06;
23;0,0007730900038248022;7,897503890225352E-05;0,000207225606857455;0,00010266424547288746;8,372710973122832E-06;0,0017489008387498175;0,00013746580234112447;0,06112500877244668;5,745903173357946;5,102242195477635E-05;
24;0,00023673097713174338;1,6529512633522721E-06;7,608845898601621E-05;6,646211204800484E-05;1,7719288467843232E-06;0,00031416409165537895;0,6407057382986308;0,07517525990886927;0,2438731883545212;4,7986533649742076E-05;
25;0,0009479273015428585;2,021315536048899E-06;0,0001531688043498238;4,137588455472557E-05;2,4828680233688943E-05;0,0060159087801047815;0,07533321486200696;0,561343144726242;0,02322376654042327;0,00010702851067256021;
26;0,0003553697056063516;3,4722062112888553E-06;0,0008155971487741212;4,494483669484696E-05;1,6272330808828494E-05;0,00019547953909589125;0,14455141542936656;0,06434474300195267;0,059865155879494925;0,00012784273162882222;
27;0,00018776545341229765;0,00012562722406528104;4,220673460361349E-06;1,6272330808828494E-05;1,6529512633522721E-06;0,000458549520864962;0,06379344523485278;0,08835045661248508;0,13135448746839906;2,378284925332508E-06;
28;6,971583911862228E-05;2,378284925332508E-06;6,052344200316405E-06;1,6529512633522721E-06;6,646211204800484E-05;0,0007278854542254479;1,1411568413483926;1,1411568413483926;1,131531054848944;1,2732530238028651E-05;
29;0,00035483383136374763;2,0303968399015835E-05;2,0303968399015835E-05;2,7335218351617432E-05;3,945351130221012E-05;0,000392600569535095;0,35584703783276544;0,2426865980464072;0,3573463369522106;1,3995789577468062E-05;
30;0,0001447595250371649;2,0303968399015835E-05;0,0001076474802680161;3,945351130221012E-05;7,124241620630472E-06;0,0006961135665267674;1,002906917152929;1,0099121788246586;1,007806849014012;1,8715330567691556E-05;
31;1,6529512633522721E-06;4,7888267083683586E-05;0,0007385349712123984;6,24197042131614E-05;1,6529512633522721E-06;0,00011824021326259513;7,252613594604768;0,02508932960422159;0,8201151381672293;9,61153174896897E-05;
32;8,096619941817387E-05;2,021315536048899E-06;0,0007627221724142365;1,6529512633522721E-06;2,7335218351617432E-05;1,144980622889241;1,1610188070865202;1,1610188070865202;1,1610188070865202;5,054029490123827E-06;
33;4,250563362805409E-05;2,4828680233688943E-05;0,0029183818991937688;1,6529512633522721E-06;9,856060185157526E-05;0,0005382637026879667;0,060102482663032045;0,5638413583325976;0,013661776599391256;4,2175759878706286E-05;
34;0,002391165690012129;3,536302590329494E-05;0,0004004250076513216;1,6529512633522721E-06;2,9847853611251183E-05;0,42771170588172824;4,588708820396267;0,06671123854924589;4,575347569608926;7,474542290168473E-05;
35;0,0002965197028840732;4,0552063198347245E-05;9,154810992615023E-05;2,9847853611251183E-05;1,6529512633522721E-06;5,072814517404396;0,0031404421547792634;1,017801210308255;5,062910568609274;1,7719288467843232E-06;
36;0,0017577907178894646;7,897503890225352E-05;0,0005896363393918539;9,154810992615023E-05;7,623185957499665E-05;0,0008253856605068769;0,25145104361857584;0,8144520746442425;0,0048639351540056205;2,7335218351617432E-05;
37;0,00037012396834898366;4,250563362805409E-05;0,0005243565349926727;1,6529512633522721E-06;2,998218487880782E-05;0,003526953488727671;0,24198749888783633;0,295439400415522;0,24685090983342436;4,5484053800107144E-05;
38;0,0001531688043498238;3,536302590329494E-05;0,00017911511691801727;0,00011824021326259513;1,8273875128587248E-05;4,9397225142523373E-05;2,9595822570241253;2,973534031202497;2,937157246468433;5,257468600565964E-05;
39;2,0303968399015835E-05;9,757437393373132E-05;9,765556528738099E-05;3,4722062112888553E-06;2,378284925332508E-06;0,8056878147553266;1,1549332675295498;1,1225712825488547;0,8172075480859158;0,00012562722406528104;
40;1,6272330808828494E-05;1,8273875128587248E-05;0,0002965197028840732;1,6529512633522721E-06;1,6529512633522721E-06;0,0003376603839347364;0,3253188784130915;2,9401514234812005;2,9449329864894027;0,0003284676739075207;






============================================================================
Função: Schwefel
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
meanNFE;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
meanFX;852,0093981285434;475,7446215653164;971,4147595615335;473,56484417252307;425,37818667605643;2167,537872101373;947,1435126060911;938,0475213753828;947,3320632868396;1162,7372058701453;
medianFX;836,5108473855585;510,05516217758395;963,7865726200171;484,80477009980905;400,0392269599024;2134,587331645207;950,931992359333;958,9107870372309;954,3681947146138;1196,2610953053627;
sdFX;250,7911092706569;186,3461585313788;318,88725968245427;161,51570926258006;200,3547305776193;163,41192741927594;109,10992501215117;114,32443879121253;93,76725546269964;133,87304403366485;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
5;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;3919,8341075097205;
50;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;3765,998521777962;
100;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;3618,6997131307025;
500;2960,036583685534;3247,8832464026464;3438,3652325558674;2957,7206973905204;3302,7707231532777;3025,7390361848143;3149,003881230745;3317,2166878479848;2996,9871215577;3209,7277099874955;
1000;2333,8022202648644;2561,57061247462;2995,41638259255;2233,3713997360956;2544,218304616221;2684,576999336039;2762,345632667356;3055,5188554546576;2466,465887793839;2749,274073557874;
1500;1981,3721455211282;1979,3752457964401;2534,756887084619;1795,355530934615;1984,8291616705033;2570,2307199891593;2527,22368989039;2885,096236368812;2142,8711440222537;2414,3163531356167;
2000;1687,2465986637737;1613,0543835201;2233,1793880677756;1493,516728289694;1670,997512678348;2527,0324103801063;2274,749146234956;2797,711508670606;1953,892179185561;2148,656527651411;
2500;1436,1559205999517;1351,5206524013552;1979,3477421447537;1282,8385296076863;1508,2011596121818;2512,807897818821;2028,3159388880806;2719,6333693001557;1789,3089199434016;1968,9734585871015;
3000;1284,4561766260927;1164,656217030482;1767,5814058679189;1154,9558999753672;1378,476254272109;2507,6467217643735;1917,0235384684324;2628,6710631271058;1683,2203909080295;1930,2581062795202;
3500;1185,3045759055462;1091,580247030598;1643,0172878350913;1090,9723235838414;1247,1742710923768;2500,9840879618264;1805,927475038937;2527,547364466117;1603,0146561714696;1880,061192727601;
4000;1114,7180315231485;1047,4274263115335;1524,9750770855958;1049,458416438017;1160,342113736986;2481,1643340259975;1720,9293153549202;2422,298629764161;1507,3869571498708;1810,8117050440069;
4500;1045,7986939252805;1013,6697167183671;1437,3135216016149;1023,0022065349251;1113,1958044313922;2477,9463396764468;1690,9038715826496;2360,481854169412;1455,3946590521577;1768,308677607752;
5000;1010,1427196509383;994,5739301637199;1386,8187730455038;1008,5702699882564;1089,5946546412367;2445,655185050617;1605,644487084874;2223,6411902167874;1429,9208563106372;1697,2022577596558;
6000;974,1578101666871;982,3281934298632;1332,0494465660788;1000,0760091735956;1039,8386009377668;2390,649151865532;1510,7273694874887;2094,659138268596;1363,5736762479485;1624,2862923479674;
7000;967,2704732441256;978,8638144526212;1319,6203302575743;997,8680474684809;1001,5323841435049;2362,2485870517553;1427,4476956254252;2001,4561063486533;1310,3016232392288;1597,4798471051467;
8000;965,6526991635083;977,7063353116833;1280,202053209088;997,1550865416164;974,6253379994323;2354,0736224545353;1367,4734462011352;1890,5224459036835;1270,1701972568742;1557,4155747013976;
9000;950,2070506622891;972,1146323448298;1265,0973285435853;991,7419183493863;957,4395216169771;2333,8030076709447;1326,47477212711;1846,7175516681025;1224,3181025461665;1537,923661763655;
10000;939,4737651285061;968,8707841835783;1258,630265089853;986,931972377166;945,8450265225972;2327,0667666381505;1283,1452564750803;1761,8654956768237;1208,290372381569;1529,2193619591865;
12000;927,4514171928968;932,4184214723442;1229,1882727285758;965,2379787106769;922,7550434723875;2316,9067636283544;1234,4860038452998;1644,0827138295049;1177,033765053824;1492,0384122700602;
14000;922,2486432604561;922,2960083327764;1184,5646669978864;924,6775491609196;872,8398826661976;2299,5758453027233;1210,2268958963425;1547,5338785245578;1162,5514089324292;1445,4747417861313;
16000;921,273451166751;890,0695530061369;1178,2720598511717;891,620754115215;835,293832392363;2295,8080749555584;1184,2325476248589;1497,8017592501121;1149,0250774793772;1419,4836716835382;
18000;921,273451166751;864,4906750634775;1172,8310548936283;869,1254618701553;814,8487616451937;2295,8080749555584;1157,8807042331282;1443,1692470605983;1131,3373689107102;1391,6291395041155;
20000;921,273451166751;839,2726920608902;1171,1193911938963;832,6607993023833;795,985785510604;2283,8858592386796;1152,3094972839606;1404,8800179925377;1129,246740063293;1358,3344729811945;
25000;911,2933515620404;785,7020299106861;1135,0804012564656;788,1803480476377;766,9266953220779;2277,158815036892;1114,8961619080783;1296,2221262305325;1107,6901650507095;1338,7063613152325;
