




============================================================================
Função: Griewangk
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
meanNFE;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;
meanFX;0,27393196097039013;0,07642425357362875;2,636091659744513;0,08717095977598668;0,09657272089256866;75,15830287407758;28,144800904659416;28,335811939193075;27,64060833195682;24,401548197866177;
medianFX;0,22659898331604822;0,06579944646484492;0,1609456561721856;0,0787670848076264;0,08709578815963037;76,36434602028052;29,14101096203151;29,698575299289395;28,816036579641683;23,502439644076905;
sdFX;0,2227324216918616;0,064774366217496;15,519619931422184;0,06592197064509356;0,05418687285515619;16,989140952407563;4,736627299634719;4,612009209976765;4,5768940350126535;4,518125534788733;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
17;0,011387962695685427;0,011387962695685427;0,008734251670899917;0,1617355259383928;0,11695886467308247;98,87243656056197;31,267248256399125;34,56573565782003;32,67382435731858;13,529806384210664;
18;0,396733335062012;0,019469540576731448;0,0019659232418319794;0,06538548338379169;0,105923700410402;85,46314105145737;29,96054433763352;33,25839381746193;33,98725040554839;34,39647672416163;
19;0,20912903178030728;0,016672053916024332;0,0634823930753684;0,0787670848076264;0,04587965503998692;60,76445868914562;20,570657032014417;31,385140401027574;31,25430380871759;23,074943303821414;
20;0,464927827813707;0,06062230586799766;0,31813563634458664;0,04369393288261947;0,12300872553231634;102,03234435988954;28,54609859688348;22,12082897817388;23,586719539207298;20,65900525876285;
21;0,15657257690124493;0,23732710305607496;0,4010012541160499;0,16088938143461395;0,2336817007920109;86,06260949680026;32,478671772134646;29,698575299289395;22,045774292604186;21,787433502427458;
22;0,0019659232418319794;0,034123403223727755;0,25239199043729343;0,11144655803029002;0,1271357795808602;73,47431371361813;32,4419831064682;27,910098135494874;24,36986924098167;25,434159125128996;
23;0,33371038266204567;0,05860377502480074;0,0019659232418319794;0,0337655225047393;0,1985245165335111;68,24197624701317;33,460233940599345;29,89280211082544;31,074457458145478;25,205650582803507;
24;0,43753902112502274;0,12058352529656402;0,0764416470504855;0,13968787997474041;0,026242526312739933;86,5566287846663;32,55407063993411;30,98056743611769;18,55294716429906;19,865248833459574;
25;0,16228743503860033;0,04251859643461664;0,34381448004920867;0,15669254876786987;0,04691967184286849;91,37365747756307;29,14101096203151;32,673974133683146;29,691030939211412;25,41332211228598;
26;0,11361985035597622;0,0019659232418319794;0,016672053916024332;0,0019659232418319794;0,012936163182756921;61,39806667295748;27,001265254705096;22,99576655766768;23,952992703249848;18,639443794947482;
27;0,514986554800102;0,21646569979636932;0,0019659232418319794;0,11344057153736853;0,21822280877524536;57,76029533589981;26,76246199969792;29,28364651427911;25,17301848265685;19,197024010882892;
28;0,599909578462638;0,13247441167329277;0,1526471407083787;0,08797036855741391;0,10454568126282382;65,03682497931987;28,20901531075909;32,631937234177;28,56106510969457;31,09857139611038;
29;0,20124166786899444;0,08757680799034995;98,33096902546222;0,10100701349085539;0,10235445005433497;108,10467146801417;29,282107334099543;22,170833849402587;32,01286774430563;21,40488093202702;
30;0,0019659232418319794;0,0019659232418319794;0,03120504855163031;0,0019659232418319794;0,07166383447773783;77,03926994370912;29,54472215866748;32,4943135366515;25,88727791539752;25,68990267201255;
31;0,11142739269379076;0,0390786699287482;0,25786368376810676;0,10044779389814462;0,08155441733688573;72,20480364583209;32,418865541455474;27,908853595442096;24,65462998186704;26,091532905241053;
32;0,6281504225872513;0,13081811109913488;0,10609266683840846;0,18054544995156308;0,07358853838377055;49,42011506596999;24,865595212967367;27,697311128204976;28,816036579641683;22,564287073243243;
33;0,3110357504280066;0,0019659232418319794;0,27713335338537803;0,0019659232418319794;0,11168491008359394;77,85141497782656;30,541093627292593;30,718814464697523;27,837035704432015;19,41210214318949;
34;0,29651715997321326;0,0019659232418319794;0,09726941216034313;0,0019659232418319794;0,06788145142671986;69,4528346060877;27,656398136308848;24,258411646775127;19,76833060039328;28,912437795714144;
35;0,045938921797016086;0,051032838719940576;0,1609456561721856;0,028580671923272294;0,04566766056601279;53,90024665624959;26,73950434951378;31,9601375291716;30,319080407581268;21,76789570754634;
36;0,38529690611905576;0,21522992863832302;0,4764239875991445;0,04132190081808329;0,11432391106182149;98,30630789512618;20,548942943030518;27,612528514816688;28,102099028411715;27,960445012782497;
37;0,0019659232418319794;0,015492165727511331;0,015492165727511331;0,0019659232418319794;0,027196678083001524;78,42099101462847;26,01960681500609;36,08100112382389;20,74034447551933;23,502439644076905;
38;0,08915195748827842;0,05330592719702576;0,13132743362236032;0,04684465152431172;0,1279436320580729;51,38089128269303;29,334995770546435;19,340247787058058;33,13160377243041;29,001535138558722;
39;0,773704228113031;0,12426363175879562;0,33522892385278547;0,05061299741355729;0,043159548373530865;55,944620276642866;17,981850410969727;20,457853794418963;32,736493463002745;20,085370312812785;
40;0,1721550964667139;0,08868495613605765;0,18642378018563988;0,0725296082767245;0,07310527555286761;74,43173168459475;33,07597824543511;31,85131319588676;24,88648770903817;30,50299320915642;






============================================================================
Função: Rastringin
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
meanNFE;100160;100160;100160;100160;100160;100160;100160;100160;100160;100160;
meanFX;19,98103121846393;16,174502075873736;27,62236628964238;17,03506427540413;16,293276576621576;143,159414828892;96,88267348977658;103,94244986139992;94,29088390015502;102,7141624520016;
medianFX;20,209905947353377;16,23935982649401;20,14437409835393;16,99104134477004;16,924500934883525;144,36352377786386;97,18932357467202;102,05299470957023;94,75870142075175;102,79481747633156;
sdFX;4,5647121010654566;4,5622252001306345;33,28877838182724;5,384973900430114;4,8432557727655485;12,060786995702419;4,17872443225999;15,743321706185531;5,6017694079096465;5,547520088829241;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
5;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;226,94192499649967;
50;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;219,1195784887309;
100;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;216,2275628092027;
500;202,85206906914362;211,6415987680116;212,78818280157074;204,27639082210143;210,61595207701694;200,93640284540783;205,86442152508624;208,63922754510526;202,59343275783695;206,80888361336548;
1000;173,68978307956166;192,76409694017053;207,53808608306295;173,92133074702315;190,86157581291414;185,490705562601;189,17577079908682;199,49539367753118;181,0199944114078;192,88069054771185;
1500;152,20935700837882;173,7032868130374;200,44651106196912;150,4196177931;168,83186618762778;173,15327410826703;178,31757021259577;192,4838227374467;166,14441841035756;181,6158024476715;
2000;126,41784026105279;145,41017721135387;187,43429920630663;124,03935400279761;141,61669555710165;162,25360948850602;164,4630808965781;187,72793590736333;151,37257479105392;164,3652061663766;
2500;111,6745126694622;126,52350280254055;178,87567035625858;107,07381237925706;122,89254219080355;157,892093797752;155,53622895862003;184,14654536567542;144,83325302347671;154,53231467009448;
3000;93,96876006193182;103,56766866460978;165,28218926384383;88,15933017538865;101,73066484594948;154,17147490579134;145,6591986980744;180,24887893761772;137,8298050406035;146,17122410621585;
3500;85,03500472265412;91,03794231468159;157,06000947775783;78,98939033128616;89,95065198994989;152,46082892894032;141,29890208532225;176,03469677559926;134,00197773433823;140,55117494136536;
4000;73,73135150005353;76,57402664203573;145,1769935888509;67,54072379045834;81,75619490551064;150,21280378789467;134,893318247591;171,79041792861642;128,71967690703622;134,96090717170108;
4500;66,51662293060302;67,67292684788865;135,84770084301428;60,2980129512405;76,19371523812825;148,5692259073227;131,39083333785229;168,61760611151448;126,42710556230308;131,91019115013418;
5000;59,46556158189092;60,14493670943119;126,51472856240582;53,672240004194656;70,41409931394881;148,37793818962055;128,86434770768193;166,13365379378112;124,03469609146507;130,0754924099906;
6000;49,004337485281525;48,87989669763389;111,9716409838189;44,00489370274127;58,531297947305575;147,81784026753581;123,9821491847704;160,75593545752935;119,89877331962143;126,83473269139454;
7000;41,3787512242805;40,0861946727629;100,71568322275552;36,497882005824195;48,114660281919775;147,81784026753581;122,00878906391017;157,98915409512412;115,92028418927589;126,17578043770882;
8000;36,2025096775638;33,84766664725202;93,06384635766527;30,99929587147323;41,306583369027386;147,81784026753581;118,79634672170405;154,40956041519155;114,02388241347617;125,93115091867318;
9000;32,238078304897755;28,955955666729217;85,93613223783888;27,04533062152286;36,620623298972056;147,68555336913306;116,28093375108408;151,20313101202976;112,65816644704553;124,64422254000155;
10000;29,916631483341916;26,03095742356563;81,93474888938333;24,63415924398741;32,73810267743592;147,68555336913306;112,83729953166414;148,40495013650715;111,05218236986607;122,88988215179873;
12000;26,95829290441107;22,540762659237977;75,71299377469728;21,812520155547993;27,5109415396961;146,50245916972648;111,20928008392907;144,29235379500804;109,39638152435005;120,11597443990067;
14000;25,792566697041895;21,259167313534096;69,96450400754058;20,718703844604452;24,951556811421035;145,8295000803271;109,58874801974505;141,4174240053881;107,47721457049511;119,25624193182678;
16000;25,33200656849883;20,716280856394786;65,95327795316332;20,352112533851823;23,01900104810693;145,68334761375056;107,8229061828898;138,119825849747;106,3549528701875;118,71448997209525;
18000;25,14610769779072;20,48901317224143;58,03963619296822;20,07380454591239;22,035058378901002;145,68334761375056;105,20241461542841;134,60956352641668;105,71497438440329;117,07903853994003;
20000;25,079410171713796;20,400266970094503;49,70881382879137;20,00606291216542;21,217577762691683;145,5371285342341;104,52238168699583;133,69237907040295;105,33123033058162;116,07046396656331;
25000;25,02347724978569;20,32914630941275;43,58269700222784;19,946063143683602;20,51981975742985;145,16970260796424;103,1538275382746;130,7231422898684;103,24316465397378;112,97974623973752;
30000;22,98716152629213;20,31732026416149;39,64998295108377;19,93521597511961;20,051049727481413;145,16970260796424;101,1962511410496;126,05012204891777;101,62446411828907;111,37289992314561;
35000;20,33937958478076;20,315669847725996;36,11459226358415;19,831409540788613;19,829997759168624;144,86427201054292;101,04726888677676;121,85930811678209;101,01303599226495;109,38793241127658;
40000;20,002213698658707;19,900031368212247;35,320492730848606;19,71156742694567;19,515760807642074;144,40193003027827;100,92553646832854;120,26628322619221;99,72621448270176;109,02259330045896;
45000;19,983261610154827;19,370556750025226;35,18402374959134;19,508724378005944;19,24965699648317;144,40193003027827;99,93050464963662;117,96726066699007;98,80684027074057;108,28863930981295;
50000;19,981518089008755;19,020014389863285;31,951677251985465;19,08337162939224;18,926807379284654;144,27958356499465;99,76165346785695;116,28456746061242;98,716982178942;107,3461524523984;
55000;19,981098136384443;18,659623828992395;31,634249271905674;18,63888947056825;18,712834490203626;144,27220916802952;99,189134779407;114,88172619782813;97,48346129150202;106,4418668657266;
60000;19,981037087879177;18,304672980041623;31,507794700473777;18,35796806980282;18,280099124452054;143,58426576976692;98,8153938095282;113,48720469050431;96,97619354568344;105,28921123149196;
65000;19,98103121846393;18,014876497921957;31,501427165743557;18,146398690481092;17,97724220830745;143,58426576976692;98,19739135351043;111,35947952532645;96,46282870336545;105,02952042850924;
70000;19,98103121846393;17,56388657240363;31,50039418500117;17,92936002525329;17,84903699301517;143,240572428078;97,71341455903284;109,17911831691704;96,3817190981566;104,80267076515297;
75000;19,98103121846393;17,247181139187077;31,50029239782271;17,80579073894783;17,557619167875494;143,240572428078;97,71341455903284;107,95466764109483;95,9524504615241;104,26445546331392;
80000;19,98103121846393;16,911579305054808;29,421961396825548;17,705620588155853;17,416476881305343;143,240572428078;97,57966197263764;106,10319292565563;95,67635082330713;104,01142017487334;
85000;19,98103121846393;16,69633416560325;27,993141035288055;17,380657220307235;17,246760144752198;143,240572428078;97,10627928227908;105,62981706545968;95,14530742720714;103,8937053637768;
90000;19,98103121846393;16,582122082217403;27,700822042757228;17,305415942585917;16,762008765067424;143,240572428078;97,0552441432092;105,34739075613439;94,73422829850405;103,37194793161875;
95000;19,98103121846393;16,382236248234697;27,685672088763738;17,203960039784086;16,450772958174035;143,240572428078;97,00359872057363;104,18162130020232;94,428797270997;103,01775860649441;
100000;19,98103121846393;16,174599876553877;27,62236628964238;17,03506427540413;16,312217902982038;143,159414828892;96,88267348977658;103,94244986139992;94,29088390015502;102,7141624520016;

==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO1;AGEO2;AGEO3;AGEO4;AGEO9;AGEO1var;AGEO2var;AGEO3var;AGEO4var;AGEO9var;
1;12,13746466729718;11,121438596719273;15,05477239493758;11,122141447069843;11,105346617799462;130,96759533423648;94,67711039433678;115,66926887320037;103,34853950965783;113,02691619155823;
2;21,22065429735889;19,252748984982382;21,21986403879788;17,022418008602713;13,365541211482608;130,77833622731924;98,24010437102511;96,95906923656455;94,75870142075175;111,71991820198669;
3;19,030513755962993;20,017370413894305;20,01556759106424;14,113691834281312;23,2482390526758;144,13455377399652;99,74159650287503;167,28888941742122;94,21935958200108;101,23617147750326;
4;26,17245368510948;15,073216484601339;21,081373252730472;17,224654688879554;12,167588488525901;155,45674521268268;95,52645949379567;105,04420905852675;97,16539827687022;102,79481747633156;
5;25,15681242817913;16,08753378478565;20,177170401454305;25,156798671369636;20,207963993987413;151,97087270744822;98,9582396592472;103,47200018441636;95,86977174609788;98,80644412578474;
6;15,057253457318595;13,98298968247024;17,056657869839967;15,089184578792988;15,13373560565038;155,93777556441512;94,40645590777098;96,08146344223216;103,09564261157668;107,89988543307652;
7;20,151264099330348;20,14110345528841;16,88253979194689;16,85009620770647;16,054659396959565;162,72376446433233;97,18932357467202;90,79164976400935;93,80329102327102;111,71924772541082;
8;17,13052801808172;13,137385002145791;18,13949633566118;16,147149676138262;15,131126545963298;127,23388262619025;91,70920448333035;89,60218007452515;93,13419588871474;99,55145996889418;
9;13,169329880429672;16,21103943270603;20,14437409835393;15,070618431955523;25,38195760365138;133,69987593895206;96,61051453044843;108,97266105992887;91,5103002264849;105,4477710714662;
10;17,892708767774394;4,982373702959158;15,86702528607595;9,916469538115365;16,924500934883525;133,6857847224348;96,57829832086438;106,3941470064876;81,77886259528404;105,54635632085461;
11;11,915879403120847;14,989533833681087;18,130063539282773;12,899252292580194;10,064273964038577;139,26664294416875;96,75009966483329;101,82519908540051;96,38118291831705;91,70110946186449;
12;27,244331491159613;20,113362216074826;31,270122235729993;25,186600244120726;24,37856217105015;120,68780992929655;98,92415988451145;102,05299470957023;97,33350196402638;98,0790324410889;
13;16,989656295341753;11,899065364556861;17,021601173625633;12,931204065327428;21,516977591410104;146,8014467516196;102,64659247039515;87,83459999467745;97,2395170797574;107,93550028585454;
14;23,155077220835295;16,0498102996539;25,05716803094097;21,188263640935986;19,172381782489957;119,5599853450052;99,12402124649205;111,06749239543547;99,72537432522367;103,47637622037072;
