




============================================================================
============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================
============================================================================













============================================================================
Função: Griewangk
============================================================================
parameter;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
100;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;3768,7998838445715;
500;2263,0192694154002;2088,302800964917;2256,807820411972;2012,9793046519453;2206,3509680004745;2441,3439344459953;2215,8491219116913;2337,730364173055;2185,388520811845;2320,0083116387877;
1000;1526,3643375678641;1357,9037235801022;1501,888820306956;1342,4282642999804;1526,381983194947;1338,347924395664;1215,770389499408;1226,7122679744741;1190,9052571082857;1236,7609230117864;
1500;1313,318042091938;1212,3699690594078;1367,6542395571705;1200,7967555839475;1398,6879139432644;1069,2649824182297;969,7496081233334;1013,4878917050432;1037,6526215075069;990,3973883140378;
2000;1277,4336566425418;1188,9438681123102;1291,948101138866;1148,2023531682723;1350,8041968588655;1021,9798704297433;927,1640675412187;991,3279587552965;1011,7830566882589;972,0885466795154;
2500;1242,5140291258397;1121,7167362133919;1238,9044772719872;1116,7135781016773;1292,073564184558;965,9482671684325;917,8406906825631;991,072970456294;1011,5626891143398;970,7746670171218;
3000;1227,9466090265003;1101,3040183664473;1196,43097267643;1094,5430096289392;1285,8009195092031;927,3792072305594;907,00804078983;991,0619065017069;1011,5529137229701;970,4468369401034;
3500;1223,974649616135;1090,386221390324;1161,7531505478971;1047,3622020833532;1273,539292866896;882,413891706901;899,1506304157969;987,1522680865688;1011,5504585943403;970,4083964796729;
4000;1207,1708629278355;1073,7543593445612;1156,5045694428597;1019,6918097962265;1223,4480869026995;853,9419740489885;869,1114456873868;987,1522441013168;1011,5463039335525;970,4083720505051;
4500;1165,8511102777582;1031,015005158419;1153,643712245641;1017,2331866822432;1179,3043660684561;847,2026074284884;821,2861370017242;987,0847494834692;1011,5463039335525;970,4083720505051;
5000;1148,3816375653928;1027,9741241921522;1153,643712245641;1017,2331866822432;1100,5142925415207;834,5690785225227;804,602496085718;972,5686227817855;1011,5463039335525;970,4083720505051;
6000;1148,3816375653928;1003,1295299182058;1123,9224345643627;1001,7060200960296;1007,9813227003168;802,1744288589051;765,8214302054552;921,4109843886829;1011,5463039335525;970,408353308018;
7000;1148,3816375653928;999,3102145368971;1123,9224345643627;1000,7609792419204;997,6791534798938;764,5701459730519;750,5241767751336;872,9781065022192;979,4321032269485;970,408353308018;
8000;1130,2761673532445;994,401844783908;1110,667782749232;989,9063730030091;978,7052919760089;716,9003093808668;726,1846370373572;844,7575373035543;958,3230005504922;953,5818916800275;
9000;1107,5936637264838;979,6286667058773;1110,667782749232;987,0874541619338;978,7052919760089;686,0074282118593;702,6748616209908;825,6573359968465;942,3738354394176;915,4206700748234;
10000;1078,609631934428;967,6818348224505;1105,1872662225703;987,0874541619338;978,6666365960465;667,1521134109292;680,3040141005645;806,8547347768765;872,5510867631615;899,7501500688212;
12000;1053,9012088686666;955,2723189286987;1092,623229278087;964,8172370096539;961,7859406959608;614,9475624796495;651,8585667155473;787,5628846201209;846,0566101961681;826,5621364480834;
14000;1053,9012088686666;946,307529001184;1064,1912231768522;955,0354928430654;943,2637565057697;595,4819676752231;639,9958869569989;761,273227102539;846,0565966974877;740,3966253549363;
16000;1014,3556353376334;937,9945642823615;1051,7214835231305;942,7701147066315;901,8963226175487;589,9160603005636;598,1994005871443;695,2496160870003;814,8329071742695;737,535201763722;
18000;1014,3556353376334;911,7727115059089;1035,9862535987222;924,9110278547637;892,8978198522976;557,6837749438699;551,1512387182382;676,6060490175689;746,6865305756854;721,2419186912554;
20000;1014,3556353376334;911,7727115059089;1035,9862535987222;905,7850846086708;892,8978198522976;542,5690957967141;535,65777850312;642,733472177272;719,8821106498344;694,981705349103;
25000;1010,9267241278638;911,5076202271706;1024,1373428780064;899,366013556045;892,8978198522976;494,91761594443085;479,8909603841632;606,9087225330683;696,8408300046314;641,9648904811427;
30000;994,3502855226963;886,6200296224418;1020,8390082940745;874,1405675563169;878,0162123510289;454,29913961750987;458,746490550938;549,951608107846;653,4414385420691;626,6598136128354;
35000;987,1276519931652;866,5551269484675;948,6934364831782;872,3630821878264;873,3313665429994;405,4951181722132;433,2773994720729;518,4423423221361;612,0706742510725;597,6970396691385;
40000;943,0663073140671;864,3521386176259;942,8937646698137;855,2218181041878;872,1875405169725;371,93701079342753;422,26693529613254;501,8562499844738;591,3008390516328;564,5730773008673;
45000;919,5101169801871;855,0753145476673;942,3606015588144;853,9104842342226;860,1412167698004;359,20217810563383;399,7724331596474;474,14450846046464;589,6289642017217;541,6836088149701;
50000;862,2213600203861;837,0895365515604;931,114495060737;834,2661287854146;859,8810721703284;345,04054920871494;397,6354079121971;452,54610072640816;565,0055395008749;489,2078414047236;
55000;858,2718377923976;834,0265036312612;906,5735637028561;834,2661287854146;821,0918504098961;330,10714017762416;381,0613867405809;437,84584858849564;534,1228668654749;461,886176075487;
60000;858,2718377923976;830,1942161850055;892,2016937905787;821,7404778923246;818,737916792311;317,9311957523622;374,63392846684616;405,6265623453733;508,21152604600593;461,84205493881814;
65000;823,2105406225756;829,1114682547179;880,917264867909;821,7404778923246;818,737916792311;317,9311957523622;358,09084650343243;391,1507645405669;500,9595464748215;458,80820324084107;
70000;823,2105406225756;816,364631231964;863,5091558074033;818,6140830397073;809,2344013694809;314,3717240088707;344,0906913098988;389,93532800537884;482,8045312397393;458,80820324084107;
75000;823,2105406225756;812,9647316600027;863,5091558074033;813,7237752788963;804,8974967729315;307,46991634169666;333,80537264213035;385,2869591402528;482,8044894781011;448,932691665629;
80000;823,2105406225756;812,5284898866462;851,0062254052762;805,860700721735;802,3162329843944;305,91153273542625;320,9295150369204;383,8859631556353;472,09384503676;446,4857850933727;
85000;816,4510832486162;796,7482333898347;846,9164316564504;793,7327223593733;788,64015138556;292,7910670931557;315,30873419893356;375,54366129329225;466,22302581242934;446,4857850933727;
90000;801,4778059068063;782,9768705420622;846,9164316564504;790,0216711309428;788,64015138556;292,63506554954034;300,11217893952653;374,09749637841537;439,77090733827424;445,9790466485234;
95000;795,800472571565;782,9768705420622;842,4295683629949;788,6677618136712;784,8771490027565;290,56543791709026;295,0223414579338;372,87317221038234;427,5487106784013;436,24484713204055;
100000;777,1709188231182;782,9768705420622;842,4295683629949;786,6446195071791;775,590246325063;290,56543791709026;292,3079554976455;372,2399706455582;424,14605092555905;419,89079410818664;











============================================================================
Função: Ackley
============================================================================
parameter;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
meanNFE;100320;100320;100320;100320;100320;100320;100320;100320;100320;100320;
meanFX;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,0970615856702621;0,7971756704162586;0,9305954772227896;1,1431201895603398;1,0110437990549568;
FXatual;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,0970615856702621;0,7971756704162586;0,9305954772227896;1,1431201895603398;1,0110437990549568;
medianFX;1,9037849692708662;1,7781850077129135;1,7780344514340491;1,6467774232471726;1,7780821586433895;1,3427083752164464;1,3404730106229508;1,3404865014315455;1,5017945836055908;1,340485446642841;
sdFX;3,7331285228416355;2,9386646143892996;3,894003790190749;1,4753835672313615;3,3757613332929988;0,48816197579112663;0,7036552117401628;0,782613985854238;0,7189059375173635;0,7372748080516829;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
5;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;20,987912635210527;
50;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;20,962868836244713;
100;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;20,94401540684811;
500;20,325858170832603;20,380177746661545;20,382087595922737;20,383473032885675;20,323940762028073;20,573887084779656;20,57189759070769;20,63251923853651;20,5965700395091;20,625659323068295;
1000;19,209192869717064;19,374990960597064;19,32535927632826;19,505736838513876;19,16791022653858;19,753766415857136;19,607687902759558;19,761060349747886;19,64286824489314;19,704987776410455;
1500;17,788127757707006;18,109955429509;17,609871788539497;18,168335006345384;17,622426381394185;18,16738303755077;17,969289324381055;18,10775348240878;17,807437282867383;18,16185671836257;
2000;16,152832875394093;16,31630784159732;15,779009084398554;16,3907381037363;15,781018187914093;15,823887420374955;15,923237115124383;16,117930453114635;15,626894559768347;15,964757693668998;
2500;13,84228398107053;14,477571861812386;13,612218960722343;14,35362976466813;13,557821876826644;12,649177817145706;13,235115368277441;13,682817353024623;12,44490185843659;13,525665201176757;
3000;11,182849625879587;12,614784780758296;10,819599445404442;11,831033734637819;10,783324256489552;9,22443440999056;10,317637078750074;10,767446839355552;9,464462992373903;10,483936491667164;
3500;8,714491187450992;10,125736833846066;8,105284935426784;8,992316876889893;8,201151813086266;6,359866718890921;7,651335124940742;7,243928092517269;6,4808016217360604;7,256440568229466;
4000;6,540341025255705;7,626373318121836;6,009322500240422;6,186126543524969;5,904488309431482;4,668248854730507;5,273700863178882;4,812781370612484;4,06862024246483;4,883087803166342;
4500;4,82676301445674;5,944410224716647;4,708999138335155;4,275191459138184;4,2374973297207434;3,6643208677470978;3,9202562667292353;3,4954322545780205;2,7612875646720436;3,1141034813220916;
5000;4,127832363411813;5,139786684355896;4,019374892511511;3,2740741064959455;3,3650497138851048;2,9616544336736306;2,811327255730847;2,606986318434697;2,033434842995177;2,395852314352072;
6000;3,5805293848637043;4,259637503233387;3,289013911682668;2,293911971639777;2,8742337182252453;2,2584236052133195;1,8078575430520933;1,874266268951291;1,7895353848348412;1,711653695590591;
7000;3,555590515854308;3,4913364204192137;3,059256065212914;2,0001779723711315;2,790269548980261;2,154499856393451;1,661428767268913;1,72188784961272;1,769273128507109;1,596990476205224;
8000;3,555590515854308;3,127404217768347;2,9851755628429686;1,8273716537126035;2,761874961743835;2,1138728047304514;1,6378112542148613;1,681846684910812;1,7392449722399552;1,5481921686974625;
9000;3,555590515854308;3,083174596115749;2,975920179626094;1,8000689852788634;2,75896449015173;2,0722569419551804;1,6108380369006665;1,6778801355267423;1,7345854375180356;1,5027874843986022;
10000;3,5518753046157303;3,066466018211931;2,975042046289458;1,7714900514158851;2,7588516457464265;2,003213903938101;1,6101193657482535;1,677612617926178;1,7344053907366577;1,4941275221790487;
12000;3,5518753046157303;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,7979612773875322;1,61011510135651;1,6776082408702426;1,7343953343065228;1,493568520085898;
14000;3,55145317954146;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,743357572908837;1,610078822596907;1,677607603391594;1,7343914864753291;1,4935679845878018;
16000;3,5396108325022935;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,6840294585872353;1,5582130070731248;1,677607603391594;1,7343913782368967;1,4935679845878018;
18000;3,5396108325022935;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,6296366826654147;1,5159247304371675;1,6679754625178655;1,7343889849836955;1,4935679845878018;
20000;3,5396108325022935;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,5938087578919806;1,485032948653301;1,598496396440694;1,7343889699563755;1,4935679845878018;
25000;3,5396108325022935;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,5205244862554457;1,4674456829186084;1,5153127606750265;1,7222788930736688;1,4935679845878018;
30000;3,5396108325022935;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,4416447046715983;1,4451230175164176;1,4740551353275606;1,6186164228671625;1,4935679845878018;
35000;3,116564314365606;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,4140391660269713;1,4246891199255851;1,4740426348779703;1,4818167582041248;1,359541098240725;
40000;3,0322690336566174;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,3954835798425227;1,3694882762653384;1,4100927332672881;1,4364273032999078;1,2200791229885506;
45000;3,0322690336566174;3,039611257318255;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,3954835798425227;1,2993817216127217;1,3856050504829318;1,4319876140875936;1,2048563806315973;
50000;3,0023608116356106;3,010847879840011;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,3844188745341262;1,2435927581160973;1,2890388309735528;1,3587963806897518;1,2048555881113339;
55000;3,0023608116356106;2,5300574754696843;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,3407578900816526;1,2329063665327917;1,2242360089812423;1,307776001792346;1,2048553235146064;
60000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,275933790474243;1,1557165895128647;1,2174559806349767;1,24688845781964;1,1629065166064787;
65000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,2561365674981413;1,1357656165427197;1,183990205472469;1,2312847606325212;1,129717403373993;
70000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,2512336528632961;0,9933660351052018;1,1791247412149786;1,1814609483471912;1,0404815900034419;
75000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,2412553606508425;0,971421828253722;1,166259551390956;1,1813621309790903;1,0159999292289;
80000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,2289688256179414;0,9591409819957861;1,0736867524954936;1,162719860340935;1,0158592967656306;
85000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,1416525362205914;0,9064978406400656;1,0529148237246226;1,153500887390075;1,0158592967656306;
90000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,1362551154078264;0,8671885278156475;0,9938229193378086;1,1534996151515107;1,0158592967656306;
95000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,1349823597716635;0,8488011601282861;0,9492414471675527;1,1534996151515107;1,0158592967656306;
100000;3,0023608116356106;2,5136265420984665;2,9748726760482365;1,7611853237404338;2,7588516457464265;1,0970615856702621;0,7992865964290529;0,9305968140625527;1,1503179172395017;1,0110437990549568;











============================================================================
Função: Beale
============================================================================
parameter;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
meanNFE;100022;100022;100022;100022;100022;100022;100022;100022;100022;100022;
meanFX;0,00036568653445704817;0,0003221578376186565;0,0004304764892487129;0,00036796497350193166;0,0004073303681183634;0,0002598193921440275;0,00022009573407977967;0,000544145632741956;0,0006192804230915823;0,0008932914661500022;
FXatual;0,00036568653445704817;0,0003221578376186565;0,0004304764892487129;0,00036796497350193166;0,0004073303681183634;0,0002598193921440275;0,00022009573407977967;0,000544145632741956;0,0006192804230915823;0,0008932914661500022;
medianFX;0,00020598697863370442;0,00023776320013555087;0,0002612494170142101;0,00022556382545325015;0,00022556382545325015;8,030303746309722E-05;5,619419096475763E-05;0,00013422329855253392;0,00019558887361085744;0,00019558887361085744;
sdFX;0,0003949705727745098;0,00035384216205793586;0,0005572891216167984;0,000432604296844458;0,0005002208141455906;0,0007501135838767323;0,0004208007746010915;0,001627469100025152;0,0012373442803320434;0,0022309099963561323;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
5;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;841,2066324414244;
50;10,309098562455382;13,032144236210218;15,602669345598079;18,325257225049814;9,193412764342954;6,172641912023083;8,891489368343377;9,912737713067113;9,094725455381273;10,606852358438735;
100;3,0059171853289715;6,101096936567619;3,487032061678322;3,797911802846725;4,003824818202972;1,9896066015757148;2,431312848790832;2,48504300969729;2,700083484688972;3,7084883482968682;
500;0,9129913030807258;0,7064751979474612;0,7172126335380545;0,6161564749816407;0,5151279818195262;0,9353653740470887;0,7003802837866329;1,218786028097785;1,4168075069778387;1,0688234951913451;
1000;0,2910138053977022;0,3184765037653259;0,3976191937675015;0,3813366776524304;0,4104011617601532;0,6037868402202703;0,4454971429218673;0,6875407661200479;1,2420376065241985;0,9141985874676117;
1500;0,19051689821623852;0,27290802412938464;0,22358538650880383;0,22822979193209258;0,26101495837286853;0,39290448769141384;0,35339655288418814;0,4486025265953729;0,7759558780764595;0,7250941406608773;
2000;0,1141598932075225;0,15025557266208056;0,1794562450942352;0,1721521481394429;0,15893639363816905;0,2920929904660006;0,3010593175157694;0,3361096285116841;0,4920911556183135;0,5562998814492911;
2500;0,08295401090486335;0,08590360349143851;0,11744372275183909;0,10726516749512235;0,0869949870810917;0,2633710607884392;0,18294242334525768;0,25603377505286506;0,45777797855953856;0,5304401339931724;
3000;0,07897452893757496;0,08580452931086034;0,08826944973508723;0,08834711357841504;0,07266117251856277;0,20349562896992934;0,16428969472654284;0,2240931146911591;0,416093175061544;0,513041152250225;
3500;0,05886897026935505;0,03482120898951361;0,06773988109485504;0,052990287081591356;0,03893517854409521;0,17829460987064244;0,16416657666018664;0,16654213771601464;0,38243466670164034;0,3810252540697349;
4000;0,05418331322781007;0,028486787970497078;0,048439696727519244;0,05065097390421688;0,033983961469984544;0,16671059357923088;0,16406150962675572;0,1576702252544945;0,37509138552620624;0,3809191842543204;
4500;0,05122542474460098;0,02086735455412276;0,04588661190452765;0,025224850639188008;0,02954992076785728;0,14960613644114398;0,12800947023238948;0,15766734342259264;0,3590287642046377;0,3038675679970392;
5000;0,046507369405596084;0,01937945927169815;0,02283139583339818;0,023427719981506192;0,022944718739614414;0,10794385384890895;0,0990966849050606;0,1558234357289718;0,3328821089760042;0,26407013811574137;
6000;0,03990868556066332;0,01836355565376234;0,015036939891470215;0,02040760915630131;0,01811302611889248;0,08418253254334042;0,0750512318689602;0,1557952528315739;0,32537031123916194;0,2488090532939971;
7000;0,03689043977175342;0,011753258763208922;0,01295719140210973;0,016512557090650696;0,012395350217663645;0,058784118117742964;0,07089759992591331;0,09644944325325347;0,27374288121265344;0,2221239141949588;
8000;0,03689043977175342;0,010777617480061627;0,011983545432150983;0,013997651822126585;0,009048637718116165;0,04774730117253139;0,07038877502540296;0,08413660354284178;0,2210586496250859;0,2161475232454624;
9000;0,013639794718794307;0,008591700747581853;0,011983545432150983;0,010370001081627686;0,008301680414445409;0,0374522754180894;0,06727223104682838;0,08046462281385874;0,15816457066414077;0,17343320390504233;
10000;0,008414530922866757;0,007427925376760225;0,01015175936798366;0,0082398536024808;0,006735140345027126;0,03740430242513045;0,04599072396482151;0,026825004223664243;0,147421257989782;0,16049117433348817;
12000;0,006062171856948796;0,006114337543853321;0,007456294899816601;0,006033212479614453;0,004663125456694633;0,013611233215036163;0,014014892453498086;0,02565983261233889;0,1061875005005664;0,08671074116003359;
14000;0,004640620632131632;0,004620035965423279;0,0043599435896251836;0,004319768614566009;0,004433363047301352;0,010033686155699469;0,006980819658108363;0,02017159279256614;0,06235093991577143;0,07372201259266249;
16000;0,004322366430593189;0,004149022842572298;0,004118009424768056;0,0038803355990010354;0,004180430261177487;0,008500161542096004;0,006176288148384485;0,018165944464104855;0,04317507861933994;0,04750623325979435;
18000;0,0040282234412667055;0,0033847935263479306;0,0035348698714279207;0,0032614908451849343;0,0034958985901955824;0,0068071463980147445;0,00403034883871201;0,01719532191306638;0,02309837748654329;0,04037434616391695;
20000;0,003970203512624391;0,0025583656481209314;0,0034641666367496663;0,0031303698803923853;0,0030911785510516496;0,0061981095927407725;0,0033777964387300863;0,017153558476034256;0,014946345844413438;0,04008281380884752;
25000;0,0028061904096543253;0,001692785770567182;0,0025081718881645133;0,0020711496116085893;0,0027441455185821598;0,003235033915881627;0,002360363240853316;0,004161998881725997;0,012180478517623512;0,030784456100661273;
30000;0,0020628164661446796;0,0016541049767815506;0,002348403195264211;0,0018124597320941273;0,002695558777592157;0,002995635873356463;0,0018462373973923108;0,00294903894368334;0,00821552502409824;0,027040647071584083;
35000;0,0010499397532918195;0,0012830315166820901;0,001717406841860337;0,0014708109191411884;0,0022408522890035765;0,002501166418698932;0,001296859526677859;0,002463163953055168;0,005086599468693584;0,01069536096927686;
40000;0,0010109220435450992;0,0010518700792595131;0,0016071638310483538;0,0014402785063122737;0,001834869011713116;0,0018832290421735016;0,0011434797114299215;0,002416183541676378;0,002445059245016063;0,003133830013939329;
45000;0,0009918628247967353;0,0010010660376966686;0,001251799141292826;0,001118859701159986;0,001087790458491972;0,0012682498550667394;0,0008316279710549831;0,0023135374894496354;0,00175697695307166;0,002839006276189254;
50000;0,0009918628247967353;0,0008661270049737434;0,0011473029681573837;0,0008370874636869901;0,0010046049393941726;0,0010735399842746365;0,0006141580758754903;0,002070683963214957;0,0016014807430502276;0,002837545947283906;
55000;0,0006432928327757748;0,0008212498557699524;0,0011007421748170333;0,0008222805039501798;0,0009557898869485949;0,0008764643930300051;0,00047641205744190605;0,0019930957701383947;0,0012181885759381347;0,0021837044635441335;
60000;0,0006057905723905534;0,0007443574927128187;0,0009258063904666023;0,0008068085983421288;0,000955512923183444;0,0006942473810135752;0,00047110449190549097;0,0019930957701383947;0,0008990569004280292;0,002092117106928681;
65000;0,0005519979755339424;0,00043397428716432547;0,0007217466295153862;0,0006839514716456513;0,000825755623373329;0,0006720288407402313;0,00041471997161869666;0,0016976416034812794;0,0008990569004280292;0,0018266702720473474;
70000;0,0005158235980580987;0,00043185451426193584;0,0007217466295153862;0,0006620496916053359;0,0007009093297046079;0,0004379456529953898;0,0004059706300599334;0,001559167161609324;0,0006837083047912294;0,0017201849195717328;
75000;0,0005158235980580987;0,00043185451426193584;0,0006649582912457974;0,0004705505141459024;0,000667662853467843;0,0004134064905600614;0,0003999576787674094;0,001517446422133633;0,0006837083047912294;0,0012434175369810565;
80000;0,00045866908704539046;0,0004310497940405528;0,0005385537642305441;0,00046856962839111427;0,000655059224674241;0,0003486322843097278;0,00039227239604085163;0,0007689493745487611;0,0006411304844671552;0,0012434175369810565;
85000;0,0003841763772318198;0,00040659508775034794;0,0004806640830968427;0,00046856962839111427;0,0006415620929833903;0,0002990208799459256;0,0003421723906926579;0,0007455844049576724;0,000633395507844801;0,0012412112596747803;
90000;0,00036796190530792686;0,0003991031256043671;0,0004539482887469462;0,0004250900154355437;0,0005626807704303786;0,00028858998899685117;0,00026205751331350737;0,0007283381001522399;0,0006271497559485824;0,0010030190760173083;
95000;0,0003676515429222814;0,000359868434214354;0,00043856928712157785;0,00040349463896617664;0,0005372172199554379;0,0002722894829693461;0,00023153916654158413;0,0005950211845621693;0,0006271497559485824;0,0009937306683154336;
100000;0,00036568653445704817;0,0003221578376186565;0,0004304764892487129;0,00036796497350193166;0,0004073303681183634;0,0002598193921440275;0,00022009573407977967;0,000544145632741956;0,0006192804230915823;0,0008932914661500022;



Execution Time: 2206902 ms
