




============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================













============================================================================
Função: griewangk
============================================================================
parameter;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
44;0,399172454530033;0,11961006036268718;0,44353344613635526;55,77187446071891;0,007396040337896537;
45;0,10344672770780305;0,23291921068913302;0,3846631794317741;100,25367445045647;1,5473178294200807E-12;
46;0,286113071380827;0,1638098154686919;0,3503442774926726;139,75027293881155;0,024590437455830227;
47;0,3053980026932034;0,1799103655629909;0,4093447379469801;66,16556628089566;0,03931868686540918;
48;0,4766724206867139;0,15819205186333885;0,49447929796125345;104,49627063416547;0,014772407724080838;
49;0,14477793999800292;0,14378446405427436;0,39220070361393444;120,85473369672471;0,02701742011092989;
50;0,23003583139788242;0,1495305134791629;0,37408480025354995;135,16200993121456;0,03440115436901492;











============================================================================
Função: rastringin
============================================================================
parameter;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
meanNFE;100002;100014;100014;100014;100130;
meanFX;5,108807855933191;33,34195182243861;0,1813681739630772;170,44173062877172;3,1803892852622083E-13;
melhorFX;2,193559823484584;7,892767734129805;0,1089871274731351;89,49904054566531;1,4921397450962104E-13;
piorFX;9,623441666991098;83,6076781167655;0,2848874994157953;243,76302132827212;4,831690603168681E-13;
medianFX;5,0553694813777525;31,49483026514688;0,18850715142112762;172,0601294311575;3,126388037344441E-13;
sdFX;1,5340848542817471;16,391446536379004;0,04280090895855756;44,04860084188767;7,410029102132522E-14;
==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
1;4,248042291509535;36,38930716900671;0,253145359853292;119,10615888382758;2,2026824808563106E-13;
2;5,333168984864969;50,19463658795005;0,1688807568441817;132,77106012860287;4,547473508864641E-13;
3;2,193559823484584;31,49483026514688;0,24802362779850995;175,80266817281753;2,1316282072803006E-13;
4;5,263399864842846;8,891948140687902;0,19739145789353074;187,32355909700408;3,765876499528531E-13;
5;6,594527470137756;10,837594436093497;0,21055270339591914;243,76302132827212;2,7711166694643907E-13;
6;6,0573402986776514;18,7201126414855;0,13642686026836515;182,33718287448255;3,268496584496461E-13;
7;5,0553694813777525;51,14904251969043;0,12737207010265905;111,88293387998377;2,2737367544323206E-13;
8;4,953090499266885;26,578472026660705;0,23560042799402225;178,55340006596617;3,197442310920451E-13;
9;7,886815548267357;34,437883338621255;0,16165300730999377;199,35440019591326;2,984279490192421E-13;
10;5,906526219817621;7,892767734129805;0,19811142732593368;228,26090282739682;3,126388037344441E-13;
11;2,6101472932451557;42,28962873718803;0,25684705800991026;186,01385840459778;3,623767952376511E-13;
12;3,6287536612226887;26,56512164563174;0,1607738817490869;149,48903029977117;3,126388037344441E-13;
13;4,312910104190848;61,96332276984534;0,18735782766327702;212,73874589606152;4,405364961712621E-13;
14;6,124169981733182;24,603832082826628;0,23674466812891382;238,81963386009673;3,410605131648481E-13;
15;5,028654090752774;25,581630553168246;0,12133326160236635;119,8248170526883;2,7000623958883807E-13;
16;4,8553084573119065;44,27648356564703;0,15657502892418762;242,1099985026677;3,197442310920451E-13;
17;4,023104357020287;15,755225837903609;0,1816016295880658;116,42277507297203;2,4158453015843406E-13;
18;3,0544729569341342;18,723250857207255;0,21184675037771683;110,12649155048905;3,481659405224491E-13;
19;7,074945965647906;45,89216009239695;0,2453957860846785;210,29629770713782;2,7000623958883807E-13;
20;4,943280154391246;29,672059546897973;0,14585791679761684;95,96716142662514;2,7711166694643907E-13;
21;3,7262131824834768;38,36942517947672;0,19534260614477716;194,14674622294922;2,7000623958883807E-13;
22;3,4996386019892824;21,643009014591705;0,20955256870346517;120,79153545605871;2,8421709430404007E-13;
23;6,038241315149548;33,48307281401266;0,1089871274731351;196,47383561201866;2,4158453015843406E-13;
24;7,950418900611581;19,69206692995131;0,15004420356636672;179,803318018888;3,481659405224491E-13;
25;4,005464410976984;46,25118071675305;0,22915237429744906;211,73062581571196;3,481659405224491E-13;
26;9,623441666991098;26,583593207482622;0,2441251635444388;182,59681909998739;4,121147867408581E-13;
27;5,528157864385221;30,504498650365544;0,1575299173118836;231,14526508450143;4,476419235288631E-13;
28;6,9525238173324695;14,780883916487497;0,11634935719295925;147,73563652150693;4,192202140984591E-13;
29;5,791120989081101;14,775527865815292;0,15123314841776647;89,49904054566531;3,268496584496461E-13;
30;3,4991880107642146;38,36224770517155;0,19218662227936534;106,15637597185987;3,410605131648481E-13;
31;6,108836817741434;28,529692746977304;0,14536826720733842;238,5209010461175;2,984279490192421E-13;
32;6,057855669480631;33,44195453522637;0,1936353940946276;186,87579298548587;3,055333763768431E-13;
33;4,723578103444922;41,32454591425446;0,14833430907897593;160,65677193744494;2,3447910280083306E-13;
34;5,1640929857464855;20,66266173201371;0,18957532708985525;159,61471725106168;2,7711166694643907E-13;
35;3,0136598359365223;32,482222760597395;0,190068063404361;206,07775965791288;1,9895196601282805E-13;
36;5,197727896372179;55,366348076634765;0,18931872821254814;238,75310809090533;2,8421709430404007E-13;
37;5,691296060652043;24,60346515058987;0,2848874994157953;144,01018740859166;2,6290081223123707E-13;
38;7,513546038985794;83,6076781167655;0,13184978932685;160,7651977841208;1,4921397450962104E-13;
39;3,4406642615832013;22,649393048164306;0,13217832862330425;172,0601294311575;2,2026824808563106E-13;
40;3,868747179175763;41,31382222396915;0,1705588580451689;114,74023211568104;3,836930773104541E-13;
41;6,996513708773293;13,781754768011012;0,13071732765053667;118,6590266134636;3,979039320256561E-13;
42;4,109316215287933;59,01137202083461;0,14936609957428715;143,21606794526707;2,984279490192421E-13;
43;2,8562330302001016;14,772914871323906;0,22993879712984722;171,25516184517514;4,831690603168681E-13;
44;6,9142309733490706;70,81157303285684;0,20388331270822135;127,198566725731;3,623767952376511E-13;
45;3,9347831115337897;47,21335144051449;0,15716081341903987;242,78811102461975;4,263256414560601E-13;
46;4,006609960577386;34,55678883667558;0,18909710884206277;155,80483176036782;4,476419235288631E-13;
47;4,279649388291261;27,561856539781417;0,1405803763075255;212,35346780900545;2,913225216616411E-13;
48;5,150622491282867;57,049692159615105;0,18850715142112762;171,39104954067315;3,339550858072471E-13;
49;4,9937567595320616;19,70272166429045;0,18959820274076833;149,6554796805741;2,7000623958883807E-13;
50;5,65667604425073;42,29896493454071;0,11779034721778459;146,6466752087067;3,268496584496461E-13;











============================================================================
Função: rosenbrock
============================================================================
parameter;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
meanNFE;100002;100006;100006;100006;100016;
meanFX;7,157216804617765E-05;2,439214132857602E-05;4,401005703146188E-05;0,602859468824902;0,009536692361698915;
melhorFX;2,28165471021957E-08;1,3759932305372086E-07;1,9137578141439912E-06;1,6747716423878427E-05;3,849494550181001E-07;
piorFX;0,0003621345758103817;0,00015271333692276962;0,00044495387410920276;8,180302267637092;0,06487414773041288;
medianFX;4,918540817046576E-05;1,110805791577005E-05;1,637375579641987E-05;0,068325148857791;0,0022830413066632894;
sdFX;7,807378127339415E-05;2,975177121450939E-05;7,328156184002473E-05;1,6098747495779526;0,01588785082632132;
==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
1;3,2874948409816824E-05;2,2889871288735893E-05;2,9113646643230106E-05;1,6747716423878427E-05;0,013464646148324235;
2;8,573093172116952E-05;6,884962286032115E-05;6,822106291365586E-05;0,1692577186272027;0,0019046321169012262;
3;8,86328917114853E-05;4,542088924576176E-06;4,941448144628061E-06;0,1538664724349012;0,000611053410548989;
4;5,526579650114145E-05;1,9897511416758676E-05;0,00014528384617859652;3,3069015576216616;3,69290354122779E-06;
5;5,660876680348723E-05;4,637049887810315E-05;3,9909779817312734E-05;0,0021650021039449027;0,04261309113241159;
6;1,3842667720285843E-05;2,978733268909103E-05;1,4096738905299313E-05;0,012992761017771047;0,0026392235889806277;
7;2,0688888610602736E-05;4,749782564328306E-06;2,8453923412808756E-05;0,004337250111123202;0,0016234171990909708;
8;0,000159945029289099;3,445488695827867E-05;1,094476356675309E-05;0,004695053076149003;0,006715577094163982;
9;5,153377272463359E-05;4,990907145717838E-06;6,012434028205439E-06;0,068325148857791;0,06487414773041288;
10;5,3201391338464395E-05;2,479670787911858E-06;3,161776286376744E-05;0,028015189016234475;0,007669201409277739;
11;0,0001599355467750289;1,0278929354428668E-05;0,00044495387410920276;0,012175471882520973;0,0017025782718906035;
12;3,3570530239307545E-05;5,8885869586315406E-05;3,052135501756257E-05;0,31770527093019624;0,029057867123060067;
13;6,5747804179871616E-06;1,0498175269993201E-05;1,0209981662638296E-05;0,08500371362557117;0,00215911190575228;
14;0,00010276623123046472;1,946433092103578E-06;5,265348187307597E-05;4,421855376947136;0,0017262468512636978;
15;0,0003621345758103817;1,4348869630572101E-06;1,1066160485157954E-05;0,0025267597325164303;0,02222331490274161;
16;1,0929857065639659E-05;6,663634032417497E-05;6,493423750223482E-05;0,07861956238790924;0,0024521089490990152;
17;2,339314817523842E-05;1,4238303430044267E-05;8,125287162411069E-06;0,036084684450720085;0,017328973536617994;
18;2,28165471021957E-08;5,223304378140057E-06;1,9137578141439912E-06;0,5432953437841059;0,04975725150276234;
19;5,2828973309060996E-05;3,151875896913105E-05;2,4941010303188157E-05;0,17295963431427386;0,0008602549656683793;
20;0,00024195952498327005;8,691742871109208E-05;1,2007774769245202E-05;0,0014118648044217817;0,0036632175921728336;
21;8,502335118073987E-05;1,110805791577005E-05;2,5522825292837337E-06;0,012903449628028071;0,002161838091364322;
22;0,0001765715669731816;1,6548067977243343E-05;2,1941780596950928E-05;0,20844308587346355;0,0018421316164219637;
23;3,0990491836389215E-05;1,0619425423293935E-05;2,440412270762739E-05;0,08794226326516713;0,00533814405950072;
24;9,50716416415655E-05;1,1966318233433666E-05;1,153793356709192E-05;0,023261448359274652;8,44718699867377E-05;
25;3,055451591585377E-05;1,3759932305372086E-07;2,396301966214958E-06;0,29287235724095906;0,0010159535917608836;
26;6,785525273583262E-05;7,423884244744578E-05;6,166367265293297E-05;0,019130246516359996;0,0024630514925441846;
27;2,6851546441836974E-05;2,5876974892429675E-06;2,6138988732272404E-06;0,01586949451928834;0,00047299832459477107;
28;0,00010702466582058836;3,6654475988889185E-06;2,581219827743338E-05;0,07464885109025216;0,001691511681095647;
29;7,315016920259863E-05;1,641051807955588E-06;1,429005042775444E-05;0,023847712064498018;0,0004483157781329951;
30;1,8303033543675405E-06;1,0407191368402237E-05;0,00015676829453013992;0,015711625109151115;0,0022830413066632894;
31;0,00014363417379633696;8,120337293913119E-07;1,2397174847226489E-05;0,022819254745114426;0,029862861316653604;
32;0,00016001612730252325;5,143948703162385E-06;9,798165240834816E-06;2,217369346641031;0,00222668383126393;
33;4,8055789970703415E-05;2,2766954227764373E-06;1,316495110805785E-05;2,0343380169639733;0,0018915636237046979;
34;1,4322894019823188E-05;1,023138862777019E-05;9,856014545024362E-05;0,07696325928165504;0,0007570854718847067;
35;2,5710691054444736E-05;2,721234099499245E-06;1,2338899264988847E-05;0,16993043446082395;0,001800874601955661;
36;1,7030764084677326E-05;4,6384846071761745E-05;0,0001389326529735592;0,0926448237454998;0,00069970467738708;
37;4,918540817046576E-05;1,7153818977992215E-06;7,235276454902924E-05;0,0811030667156748;0,002358235166861654;
38;4,6463456673830796E-05;3,218678252163916E-05;2,8515319316721973E-06;0,06525250567275473;0,0027527203589392192;
39;2,7841978016593394E-05;0,00015271333692276962;2,140807652230247E-05;0,18461201049160067;0,003795951196397954;
40;5,672595284720817E-05;7,521405926436512E-05;0,00019804697803053629;0,0006517985525946426;0,037791521927883764;
41;0,00016102103930202324;3,2481544065460384E-05;4,594094816107732E-06;6,153024278501262;0,049898311852335994;
42;2,8266201504157202E-05;5,13790166996563E-06;1,3093309554486026E-05;0,01548436327796934;0,002288905958874818;
43;5,892450729368305E-06;2,947212308395872E-05;1,7341733351597648E-05;0,029168108177802368;0,0003779899574553084;
44;1,3369007992142964E-05;4,834504957615452E-06;6,470898994886067E-05;0,23068663081532487;0,03891802520789017;
45;2,8616699001764394E-05;5,712388741990351E-05;4,205462209881186E-06;0,020583701764981255;0,0015259739507380837;
46;0,0003280675585514701;8,107691701296657E-06;1,637375579641987E-05;0,03274749404656871;0,002283922386151073;
47;3,199973055893905E-05;2,524072984136968E-05;0,00011161462152153514;0,22204276719359364;0,002206491130202382;
48;1,3514068043952908E-05;5,314416665642411E-07;7,879268843029055E-06;8,180302267637092;0,003433002728226086;
49;6,050554555529887E-05;3,323880602258923E-05;7,34888357318384E-06;0,04948875253414632;0,0011133416439367636;
50;1,1004290646537301E-05;2,4528425562109104E-05;9,5885287377672E-06;0,06691944291662011;3,849494550181001E-07;











============================================================================
Função: schwefel
============================================================================
parameter;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
meanNFE;100001;100011;100011;100011;100000;
meanFX;834,8602486723372;1321,7235361441767;578,7403591380818;2411,601230704834;9,475194044823802;
melhorFX;358,0349732242812;475,85455262881806;237,46262440127566;1126,0984605664248;0,00012727566354442388;
piorFX;1415,856674008328;2053,327916730895;829,9168391113076;4476,019570966481;118,43846189010355;
medianFX;858,8354990972032;1303,0357697655209;592,7447408626949;2418,1438077486246;0,00012727566627290798;
sdFX;216,98963997770193;341,7472458373975;163,399585363446;770,2114606543768;32,45773135500358;
==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
1;1415,856674008328;1954,4296226679003;474,2392857648915;1890,5015904131265;0,0001272756680918974;
2;494,0519677865291;1929,0431760359072;829,7406835578281;2120,8035250016997;0,00012727566627290798;
3;573,3569124582987;1381,9248524295217;592,6224447065356;1677,2747811813701;0,00012727566445391858;
4;925,8531509847005;868,7227997619912;592,6126578940989;1467,4800282625815;0,00012727566718240269;
5;653,5900161168629;1251,625187827563;592,7918511840239;2017,4677165519474;118,43846189010355;
6;358,0349732242812;947,2082175691562;592,6689598932853;3000,1387524552006;0,00012727566354442388;
7;837,0988398596328;1342,4781393353442;355,7702864409266;2586,179396057286;0,00012727566536341328;
8;1011,6802809399805;1381,9353220862322;355,8420251623552;1793,4390458525982;0,00012727566627290798;
9;958,3075759569333;2013,8069184648643;355,9109307523063;3451,689161694788;0,0001272756708203815;
10;812,7362176596998;987,0696777810181;592,7053549952534;1882,9304402541102;0,00012727566354442388;
11;876,7307040282517;1692,1055028286646;711,0822354936372;4199,431359075342;0,00012727568446280202;
12;918,9304741036366;1270,4766674385191;592,8450239680137;2970,896034449493;0,00012727566627290798;
13;858,8354990972032;1369,1994581183912;474,58437169217814;1420,6052181423693;0,00012727566718240269;
14;696,5736958619891;1618,8034269959717;355,99127059047805;1604,4510825133411;0,00012727566536341328;
15;825,5155896888386;1342,5487565826352;474,65248166341235;4381,945486941896;0,0001272756726393709;
16;488,0659522538954;934,7641456306255;829,4473915279759;2610,1870152285364;0,00012727566536341328;
17;988,2599343815514;809,4270356677926;593,3661992130674;2166,5078413509295;0,00012727566718240269;
18;725,6101735020111;1290,4673560695849;829,6984894204857;2582,1062717519317;0,00012727566445391858;
19;834,9755212337527;1249,2864466089106;711,2344359137833;2438,304435031488;0,00012727566718240269;
20;358,2992058388704;1618,7767930532618;474,8121790618534;1745,5821857077394;0,0001272756680918974;
21;930,8435585157413;934,8211579463039;592,5234536244266;2826,6646971031564;0,0001272756680918974;
22;1094,2437428984067;1211,3262798358076;829,7565088278852;2516,2429664622446;0,00012727566627290798;
23;482,96928301109074;1593,0215028834164;593,2339187385619;1126,0984605664248;0,00012727566536341328;
24;763,4625149329227;1369,1498121601248;476,6660934057877;2984,295804884845;0,00012727566445391858;
25;1007,4700377292775;1218,432414195881;356,1292294544528;2148,2500228557446;0,00012727566627290798;
26;691,2541083584156;1717,418765354917;711,9346519345331;2608,4125950740404;118,4384618901031;
27;1115,1299891235676;829,220958328172;593,1557056319748;1474,3670674083842;0,00012727566536341328;
28;698,9067487410817;1204,3038824171322;592,6749966205543;2204,042445271034;0,0001272756735488656;
29;1016,4105929945808;1421,3915935458544;829,8890564012286;2924,908880311049;0,00012727566627290798;
30;1014,3012479710727;1421,5251916015031;711,2329608723899;1457,2339202329686;0,0001272756708203815;
31;942,9669386808497;475,85455262881806;474,6476610688487;1536,7101401814652;0,0001272756726393709;
32;771,8543172880954;1303,0357697655209;474,3318146104998;3238,4429973372303;0,00012727575358439935;
33;491,4080840572419;1105,4907110403951;474,57469083072147;2553,6443903181416;0,00012727566627290798;
34;1060,759215237343;1243,8947340530053;237,46262440127566;2673,7792292828863;0,00012727566536341328;
35;758,4732732004863;1363,3835431537846;711,2338504097206;2687,6390212705282;0,00012727566718240269;
36;724,8400148961782;927,8963049643821;711,1133829615628;2254,843695136609;118,43846189010219;
37;934,351544190813;1263,4989229171351;474,6303169335988;1580,864848277146;0,00012727566718240269;
38;686,8959138493917;1164,868469629886;474,28019712046535;4476,019570966481;0,00012727566536341328;
39;674,5726183224788;934,7694783395353;711,5659035716858;1640,494919600365;0,00012727566536341328;
40;653,1983616343414;1516,628840717639;712,1352507188449;3190,7928144714256;0,00012727566536341328;
41;1185,4991905570469;1085,804107021565;237,63863217563357;2418,1438077486246;0,0001272756680918974;
42;925,8002086753739;2053,327916730895;356,150991356923;2280,007583292214;0,00012727566536341328;
43;1066,984646123583;1322,7299993306888;711,3439189259975;2295,3460665549396;118,43846189010355;
44;1035,8936969830606;1737,1803466890638;592,7447408626949;3629,289276765172;0,0001272756735488656;
45;693,7312694466841;1855,8719578825353;592,8642454056157;1950,0352702633788;0,00012727566627290798;
46;1113,2443259921417;908,1038265206525;829,7531150562554;3076,42458039378;0,00012727566718240269;
47;929,8742472871845;1614,7542828181718;593,5235930251797;2404,28012468505;0,00012727566445391858;
48;904,4634917558642;1645,4977172780987;829,9168391113076;2512,357379667553;0,00012727566536341328;
49;825,437304896016;1223,9569971767432;355,9208546446671;2519,196563914751;0,00012727566445391858;
50;935,4085872812709;1164,9172673273633;711,3701993044006;1383,3110270263123;0,00012727566445391858;











============================================================================
Função: ackley
============================================================================
parameter;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
meanNFE;100006;100142;100142;100142;100240;
meanFX;0,22583788578826428;0,12580506593272672;0,6574594957620329;20,639080292730615;4,542414685460017E-07;
melhorFX;0,04795108718830576;0,07049110474440212;0,4805777858847513;19,234446742155004;3,495196381209098E-07;
piorFX;0,421245625974624;0,19328088575765534;0,8239134745287586;21,405354983462935;5,200706354457907E-07;
medianFX;0,20557452379446417;0,12369004732488165;0,6644932901262663;20,740756763515726;4,581682802040632E-07;
sdFX;0,09496669292287147;0,02265677593315168;0,08963460949252343;0,44850552736783644;3,8844627096911116E-08;
==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO2real1_P_AA;AGEO2real2_AA0;AGEO2real2_AA1;AGEO2real2_AA2;AGEO2real2_AA3;
1;0,306721576128016;0,13787585785123113;0,6303628644412029;20,71110216549781;4,268212734359622E-07;
2;0,14047225686147158;0,12236114913563156;0,7487139433481005;20,488051188887116;4,764643009025349E-07;
3;0,1734267522821753;0,11087922355754998;0,6853818139434651;20,740756763515726;3,79940114925148E-07;
4;0,10117613799100411;0,07049110474440212;0,6774883245384409;20,775714337226464;4,2242799835889855E-07;
5;0,22796080282933318;0,10689439263845557;0,62550325541552;21,089958606615312;3,9259099793298446E-07;
6;0,15577605321732335;0,13498595138794656;0,5964103396975027;20,422906847464507;4,6449659052427705E-07;
7;0,23063660065182745;0,12311800275243456;0,6644932901262663;20,16041044461342;4,808773184095116E-07;
8;0,10960171033763544;0,08656143759700541;0,7000538316110045;20,77270547083458;4,5410482485408465E-07;
9;0,20333296282690227;0,12134798890548737;0,6217076889743574;20,217941381559253;4,7387423762756953E-07;
10;0,31237871170988285;0,1159997979738634;0,7164982090284404;20,68283023630933;5,160623679500986E-07;
11;0,13952245843952937;0,12307468709489555;0,6683872932380694;20,84035958012328;4,665810884318944E-07;
12;0,13589837252486703;0,11978219406882218;0,4805777858847513;20,95834279153533;4,1781014559205687E-07;
13;0,1944570553760876;0,1460982609358723;0,6889671249522493;20,72013707821394;4,400635269519171E-07;
14;0,1988850982838386;0,13752601473077064;0,6330209666446258;20,845179204002523;4,6483018323328906E-07;
15;0,35138401708780265;0,11050303674483075;0,5603758688864247;20,124338860451086;4,2710146530566817E-07;
16;0,15634927651780473;0,14388646300207952;0,7525405294306822;20,977158989265902;4,3726216958361874E-07;
17;0,31947112702305347;0,19328088575765534;0,5737114314753775;20,60856138465405;3,495196381209098E-07;
18;0,16414296152870023;0,1120386128939792;0,5758447703846095;21,069818631739658;4,770580410706771E-07;
19;0,23060033707572103;0,1168312765312507;0,6680254113774815;21,074119762089587;4,4779316610288333E-07;
20;0,19585624569829818;0,14703238301720134;0,7695359087595364;21,076856334252703;4,251653713538417E-07;
21;0,13589257679796418;0,16056092505032993;0,6089687864134952;20,65292574470403;4,808611251405637E-07;
22;0,40247453888223816;0,13115922169059857;0,6033636332566701;19,83492010205574;5,121491035708914E-07;
23;0,14295790196548452;0,12369004732488165;0,6774063775858004;21,33863933835712;4,3760348589216846E-07;
24;0,229987760063878;0,12045976714371776;0,6515835914299508;20,718301071172405;4,835496305588549E-07;
25;0,2205967215192679;0,10185862079453045;0,6105210944292345;20,3400639244986;4,581682802040632E-07;
26;0,3092970861732489;0,1388684591224738;0,8160782531970803;20,753320446021167;5,101704516619066E-07;
27;0,20557452379446417;0,11705132995722778;0,5636137475409804;19,997206908386797;4,6034598710775754E-07;
28;0,35445938925961684;0,141752806807947;0,620808674148666;20,778377432271334;5,110532406149559E-07;
29;0,2524944983030295;0,08726896892761715;0,5517931707735073;21,405354983462935;4,800361068646453E-07;
30;0,40738100522865395;0,12822554150231724;0,7393930232764312;20,91645593302841;4,766194123817513E-07;
31;0,1733130928347535;0,14459808132354013;0,8005737218948035;20,742608264546455;4,927469490212388E-07;
32;0,14740349801759933;0,1370591177322673;0,7966644234910589;19,901033499368808;4,1315390575391575E-07;
33;0,12875306650070328;0,1298068084238757;0,7654747799926973;20,690619586285074;4,85742493339103E-07;
34;0,421245625974624;0,1380995723580014;0,8239134745287586;21,162425996821437;4,2530642119231743E-07;
