




============================================================================
============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================
============================================================================













============================================================================
Função: Griewangk
============================================================================
parameter;AGEO1var_1;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_1;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
meanNFE;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;100100;
meanFX;11,987628459322243;1,2919282129716576;0,6691025911925966;1,1413464922498686;0,5493520465987204;1,0400370758687039;1,3089499915754166;0,04536377419356142;0,0062699808466727845;0,0079478850493873;0,01260373445429372;0,011266705299134346;
FXatual;11,987628459322243;1,2919282129716576;0,6691025911925966;1,1413464922498686;0,5493520465987204;1,0400370758687039;1,3089499915754166;0,04536377419356142;0,0062699808466727845;0,0079478850493873;0,01260373445429372;0,011266705299134346;
medianFX;12,314974884713461;1,087440546896055;0,7200625643275376;0,7148872334880343;0,4769947784955356;0,5801790513301277;1,265651600379377;0,046472727424652915;0,005096443378517557;0,005160869545945634;0,0070533294804270286;0,006610794049127566;
sdFX;6,3839690483795035;0,7480834898636552;0,38883053357946734;2,8713054859039233;0,4849533334143199;2,406198174551489;0,2519392326120416;0,02233021260050803;0,004070924955193024;0,00865119031689369;0,012117891875342925;0,010970573263169291;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1var_1;AGEO1var_3;AGEO1var_5;AGEO1var_7;AGEO1var_9;AGEO1var_11;AGEO2var_1;AGEO2var_3;AGEO2var_5;AGEO2var_7;AGEO2var_9;AGEO2var_11;
5;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;289,83195063756534;
50;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;256,10910921311245;
100;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;240,64605923193247;
500;98,79752080630483;14,733126041015948;14,651921848887953;18,160630565544455;15,453926243127233;26,17131560646795;75,34865080212339;49,070140893748956;55,94102557053795;48,69152498848109;71,15422723817343;46,8846128346127;
1000;58,93792783367097;3,9871110033788226;0,7857029098958402;2,7131214979135394;0,7011542676893865;4,192565531314395;32,13750606859084;1,3335616545018147;1,552701340163106;1,3015198010461195;1,6477715894645864;1,030717369984353;
1500;49,92809772819223;3,9871110033788226;0,6691025911925966;2,1564893325404526;0,5496014859363629;2,3161882688940154;23,031030502908013;1,0066200436244925;0,36560263657414677;0,43665957729681;0,3515960181192524;0,4028214731745755;
2000;49,57845223111611;3,9871110033788226;0,6691025911925966;2,1498876863211573;0,5493520465987204;2,2949233686600286;13,550433214162329;0,8498613494674137;0,23666194105898936;0,31740130657274296;0,22521278763489197;0,2856165564279877;
2500;43,79805938927056;2,3357647170964424;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,771394275588157;11,997190363811336;0,540590166307066;0,23117267871533947;0,29349388922227976;0,22331701716965113;0,23802059172845152;
3000;43,31586625418377;1,2929693380875953;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,0400370758687039;8,4027959157033;0,4650727792704298;0,2076144331933782;0,2919177961031446;0,2222506238228189;0,23688379736378617;
3500;41,442963314779675;1,2919282129716576;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,0400370758687039;7,3565476721857666;0,43621310265435437;0,17109878356736602;0,29038834687556037;0,2222506238228189;0,23688379736378617;
4000;32,991142883846436;1,2919282129716576;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,0400370758687039;6,719304262491602;0,40892240667893;0,14648604832332232;0,27919881821137993;0,2222506238228189;0,23688379736378617;
4500;27,884604870552916;1,2919282129716576;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,0400370758687039;6,201408868764868;0,35306249589091904;0,14080294527384904;0,23823914561911022;0,2222506238228189;0,23297111932624048;
5000;26,242878648757213;1,2919282129716576;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,0400370758687039;5,804817803652401;0,2911607580048408;0,13402068662500538;0,1996354919832139;0,21230411632314242;0,2315524086889317;
6000;25,739856921755045;1,2919282129716576;0,6691025911925966;2,1498876863211573;0,5493520465987204;1,0400370758687039;4,836435433168063;0,26978531888824;0,12383404170683991;0,1646284353794628;0,15485810221375948;0,22603775685275274;
