std;GEOreal1;AGEO1real1;AGEO2real1
0,4;0,8152075537372011;0,8452079841351909;0,7381162383317517;
0,6;0,7730506308020959;0,7705053046727489;0,6656178954307506;
0,8;0,7697855213430366;0,7680559512512953;0,7199827007490301;
1;0,6899499097105429;0,7141847982621087;0,694449015863554;
1,2;0,6925655652735224;0,6855552073858645;0,6778955422316397;
1,4;0,6003727182747042;0,634347287121379;0,6179424799539447;
1,6;0,15310608789350078;0,2031031150277399;0,08866548194351113;
1,8;0,028972307830974608;0,16668349800181875;0,019644035842321664;
2;44,160100668112925;73,39862512692923;20,78929828991745;
