NFOB;GEO;GEOvar;AGEO1;AGEO2;AGEO1var;AGEO2var;GEOreal1;AGEO1real1;AGEO2real1;
250;207,640011865601;210,722045103662;205,19452743543397;212,6632834969626;214,94306254963965;195,1624095196252;146,58619368869688;159,66350598335384;119,23308598131136;
500;196,1869603822263;84,97150573836187;199,0864717720032;208,03410772256353;163,8388404646316;167,70326615773718;97,36479577166024;124,0965596050149;53,46354715514683;
750;186,70577051691683;52,48259028869838;192,51087742569757;200,3120139510442;118,51608696658532;145,04413394555004;63,44442764927949;98,68184914662565;27,057813541159184;
1000;179,82430961302038;39,601502472717414;185,88747944747712;193,25403480697904;86,39740979041285;108,5458059063669;41,464827220720636;80,13922310600458;14,159160658783126;
1250;176,1356928183589;35,46430029455028;179,9231155831143;188,08854670647136;79,06930365802988;100,8419487558658;28,46911188064436;64,97828335109457;7,251099887312948;
1500;168,31807619258913;29,36045530603277;169,12336185876703;174,0078795091654;59,27841391836123;66,59413919130927;19,8994424018904;51,874564634697336;3,9151049188668994;
1750;161,33701418646166;26,71667944537077;159,48723991307085;158,6113755583946;42,300130248661056;46,62060698290531;15,149508266451333;39,87541187671927;1,9567167798182685;
2000;155,56824803824438;24,6729949691792;150,75858378698425;147,21116534290803;37,0890478218714;34,225233097238636;10,254719035767053;30,217432136095116;1,0103968371908565;
2250;150,52081823625053;24,13491674787907;143,0428006737609;138,23772984646564;33,725809254520954;28,13261261845292;6,857904600859524;22,699604911212738;0,4457912834168444;
2500;144,76179978998707;23,59012220774115;138,34114294828092;129,0852633305979;32,309187932686164;27,10950986201808;5,06992523409446;18,527221583569716;0,24252592800400236;
2750;138,4942391604568;22,468094700233454;131,09278992860408;117,52007756014355;29,529693353010263;25,100379313697598;3,21108843723502;14,958102153747891;0,047253123789745215;
3000;132,88749978858795;21,97731972004324;123,12588642319537;106,91924676547586;28,346538918027417;24,20119568342882;2,1282360765386104;11,73507864871117;0,009809395357921033;
3250;127,87262162136616;21,632337822918053;118,19131448625421;100,44732183080437;27,617991157925502;23,898513953057307;1,4412874752784341;9,905971964079633;0,008818521424090307;
3500;125,19160740544969;21,35454191357062;114,6424250850886;97,1380690593754;27,44294371809533;23,85831673290521;0,9191472919193007;8,522561894443427;6,551361800191557E-05;
3750;119,75186966896347;21,08414507870987;107,57673837598878;90,58981000998419;27,2710387507149;23,607192168315756;0,5544293725548993;7,069771496642692;2,437826849828184E-05;
4000;114,84963007970606;20,993086622215706;101,15263748838468;85,27569713797371;27,126795513443163;23,24482209377809;0,3588309978644335;5,941880240781716;1,420592259975706E-05;
4250;111,35377099139168;20,81204542722443;96,10097674910416;80,81181008899695;27,110428889272022;22,665792091157027;0,18651846534225427;4,998065642885697;1,2086505877135779E-05;
4500;107,81506513183108;20,670315133172586;91,77923055444552;77,8729798702617;27,110141402028503;22,1488314783042;0,088485537299849;3,853460924691673;1,1713721676045452E-05;
4750;104,87887837908785;20,60646569274588;87,67823638249916;75,13201787469512;27,110008664016313;21,970992146007685;0,04450503233821266;2,6819649186089203;1,1632529877516618E-05;
5000;101,62312315356405;20,514167536442905;82,72918255266244;70,56876027315167;27,109798196747604;21,678171204794484;0,030235135850984706;2,0363706284443523;1,1608932070572563E-05;
5250;98,21529356655996;20,308937491639;77,99324632747017;66,5733272583399;27,109733609558802;21,537656408187136;0,019330923899958635;1,4258663708598698;6,570337433231544E-08;
5500;95,1872162758381;20,115879031648934;74,24885898589928;63,4229022787821;27,109733609558802;21,322691910667974;0,018671122377858184;0,9843388833646232;4,495973371376749E-10;
5750;93,05515710299595;20,044387725545654;72,81141480536682;62,01954884988568;27,109733609558802;21,304506608593975;0,0027487184546802724;0,829376094571262;9,907935805131274E-11;
6000;89,91779850701471;19,833206609664284;69,33673357299742;58,534329269614815;27,109733609558802;21,190152476190907;0,0012224928622300978;0,5802020086057924;2,658651965248282E-11;
6250;86,1666176563299;19,800498573455037;66,3066577433326;54,91122884144881;27,109733609558802;20,977205462227662;0,001132484113554426;0,3563382644149421;5,824603022119845E-12;
6500;82,19108892570368;19,72137926838219;64,04036037136154;52,32879133363853;27,109733609558802;20,67123799201754;0,0011070241711902894;0,211752533998053;1,382431946694851E-12;
6750;79,82026814849115;19,596631559570152;62,046797105676916;50,284279725700756;27,062183800059852;20,4104352502023;0,0007116492755497461;0,1115580531389422;5,978506578685483E-13;
7000;77,70289761586504;19,46578919001989;60,68876704659789;48,54282953722983;27,062183800059852;20,340885232787386;0,000664652206391878;0,040764547727049204;1,4949819160392507E-13;
7250;75,1173033156653;19,417530445157237;58,388885400293084;46,26257289883617;27,062183800059852;20,19525909066963;0,0006637903062495809;0,03372695133093501;4,9027448767446915E-14;
7500;72,76148064471457;19,348598916700713;55,928426005809335;44,06388262793699;27,062183800059852;19,84522873679519;0,0006632587096781605;0,018004469005522453;2,3732127374387345E-14;
7750;70,8373913866164;19,2978285838769;54,47624897150793;42,33672290819587;27,062183800059852;19,511428909303245;0,0006628944332848619;0,013043900794083215;1,0231815394945442E-14;
8000;69,46409790892332;19,184222602409886;53,766715192866556;41,594732998872914;27,062183800059852;19,472022909962973;0,0006628444630420915;0,010706628026665754;7,105427357601002E-15;
8250;66,80006576793653;18,989669910818737;51,46801222010985;39,626593662810414;27,062183800059852;19,41297032616827;0,000662824773476558;0,006310834608603528;5,968558980384841E-15;
8500;64,28913636947752;18,885708765938986;49,90641701954522;38,00107864334536;27,062183800059852;19,075065532174673;0,0006628202540352391;0,001395622511136878;4,831690603168682E-15;
8750;62,75946547980648;18,794453464621473;48,221880149486104;36,53447405895607;27,062183800059852;18,831803619579652;0,0006628179293169012;0,0010602149564860497;4,121147867408581E-15;
9000;61,32664204633616;18,60101796957213;47,039862579376866;35,46664219462648;27,062183800059852;18,689852403074543;0,00012090628143596405;0,0007354561280452287;3,694822225952521E-15;
9250;60,1025576647321;18,57197503410623;46,2467694791353;34,697420569223176;27,062183800059852;18,513253877860166;0,00012090544050721519;0,00039622853965383344;3,694822225952521E-15;
9500;58,084722936094295;18,464329463244834;44,93163683344117;33,47288552601398;27,062183800059852;18,336723186739995;0,00012090534062394909;0,0003320995531703375;3,268496584496461E-15;
9750;55,94031717219141;18,23033828917923;43,78071951069128;32,38092049635616;27,062183800059852;18,265147190024237;0,00012090528579463467;0,00027159559469083663;2,5579538487363606E-15;
10000;54,706752427182565;18,090186768827593;42,709650592577546;31,56787351343618;27,062183800059852;18,21608042561881;0,00012090525853324152;0,00026920618630612127;2,1316282072803005E-15;
10250;53,44859794286644;18,037315204655258;41,956769327543086;30,935063414309916;27,062183800059852;17,999427928485463;0,00012090525437059796;0,00020945949323063928;1,9895196601282807E-15;
10500;52,66433084843052;17,952003214664774;41,448252920344636;30,282504867348603;27,062183800059852;17,922184397877512;0,00012090524918065171;3,1796014024365604E-05;1,7053025658242404E-15;
10750;51,32609334028663;17,924777591846404;40,43854418212486;29,37500686754462;27,062183800059852;17,842935560796104;0,00012090524767870648;4,335638442682921E-06;1,5631940186722204E-15;
11000;50,290649118614986;17,801110315728025;39,778922410095845;28,586230853011372;27,062183800059852;17,7759738787595;0,00012090524712093043;1,6613098075879406E-06;1,2789769243681803E-15;
11250;49,46251386858211;17,647150040502467;39,00762031942357;27,951267879448725;27,062183800059852;17,49730954773984;0,00012090524687792481;6,979390033734489E-07;1,1368683772161603E-15;
11500;48,39590439136545;17,62093431777631;38,68406761411002;27,540972585243754;27,062183800059852;17,33642581408443;0,0001209052468212235;2,509208090373249E-07;7,105427357601002E-16;
11750;47,25818591807309;17,475758200010496;37,94866487842211;27,038841605352832;27,062183800059852;17,311717054199956;4,6281640373848634E-05;1,2458935486847621E-07;7,105427357601002E-16;
12000;45,769100012112865;17,230206071292397;37,37766086373902;26,43763317687318;27,062183800059852;17,27762635017149;1,3874395676793938E-07;9,98577985455995E-08;5,684341886080802E-16;
12250;44,908512504647;17,083623888110576;36,85377323609073;25,85544419703497;27,062183800059852;17,09522484255617;1,085418944057892E-07;9,259395497451806E-08;4,263256414560601E-16;
12500;44,175835254943756;16,910990563814202;36,46619557159973;25,467670113245855;27,062183800059852;16,869977755433368;2,30186927296927E-09;8,60921913670154E-08;4,263256414560601E-16;
12750;43,789436356156436;16,874195659628924;36,08548102548321;25,133699287944918;27,062183800059852;16,841004325083066;6,555040954481228E-12;4,3697966418676515E-08;2,842170943040401E-16;
13000;42,82681390184624;16,78639285005101;35,51026474416946;24,67676036114823;27,062183800059852;16,57680732258826;2,415845301584341E-15;3,045992272632247E-08;1,4210854715202004E-16;
13250;42,07616924772955;16,76254121017234;35,084091074249756;24,249140424329354;27,062183800059852;16,44371357804329;5,684341886080802E-16;8,98189270515104E-09;1,4210854715202004E-16;
13500;41,226876921004724;16,718357678711076;34,781915497534385;23,891534171278195;27,062183800059852;16,31773071477694;4,263256414560601E-16;3,022945236352825E-09;1,4210854715202004E-16;
13750;40,6797781340242;16,645165368795507;34,659232915163045;23,705415368300624;27,062183800059852;16,297151030386775;2,842170943040401E-16;1,056973388813276E-09;1,4210854715202004E-16;
14000;40,0206830327918;16,482260390420866;34,453747212939206;23,334137199121418;27,062183800059852;16,082573518591108;2,842170943040401E-16;6,749334602318413E-10;0;
14250;39,52159392147485;16,37101943725183;34,25648064428271;23,069073337420146;27,062183800059852;16,05120890555336;1,4210854715202004E-16;3,486439936750685E-10;0;
14500;38,938229555990276;16,257805858182692;34,040694471464796;22,780009378398475;27,062183800059852;15,95070929127509;1,4210854715202004E-16;1,3528449471778002E-10;0;
14750;38,52572664558371;16,203526957559443;33,86403703221876;22,57607204337467;27,062183800059852;15,882753746414947;1,4210854715202004E-16;4,223167593409016E-11;0;
15000;38,063305057411206;16,20334044735289;33,71117265410241;22,428657223404958;27,062183800059852;15,87721015521395;1,4210854715202004E-16;2,017486622207798E-11;0;
15250;37,52186201269975;16,19069868368705;33,30577335222292;22,25990201881083;27,062183800059852;15,792573841072572;1,4210854715202004E-16;8,862457434588577E-12;0;
15500;36,965940946158156;16,044861265961657;33,16917102592902;22,003760893205325;27,062183800059852;15,759956992585128;1,4210854715202004E-16;5,49007950212399E-12;0;
15750;36,60476862607596;16,00872092791072;33,01265031818903;21,82821602145941;27,062183800059852;15,686989391123502;1,4210854715202004E-16;3,747686605493073E-12;0;
16000;36,48685239592758;15,978342941925469;32,94998704874465;21,70595367795891;27,062183800059852;15,653502077197638;1,4210854715202004E-16;1,4655654467787826E-12;0;
16250;35,85524959626253;15,93394396324391;32,81160671795932;21,558944363163068;27,062183800059852;15,547172573229357;0;5,678657544194721E-13;0;
16500;35,27879010103366;15,711632921163336;32,76667103131646;21,352631753308884;27,062183800059852;15,528493862208922;0;3,366551482031355E-13;0;
16750;34,72894445500978;15,699734373101021;32,64556871073173;21,21209487971951;27,062183800059852;15,479669123820038;0;2,2140511646284722E-13;0;
17000;34,343748547863804;15,647783406210886;32,53830933694208;21,074238363094146;27,062183800059852;15,307571326296227;0;1,1027623258996755E-13;0;
17250;34,115106910609086;15,581370597513132;32,40663856849847;20,980905447596907;27,062183800059852;15,279166752895694;0;4,021671884402167E-14;0;
17500;33,591244831243564;15,56417504486011;32,34851705357381;20,790702865975216;27,062183800059852;15,27258493290356;0;2,4158453015843406E-14;0;
