std;GEOreal1;AGEO1real1;AGEO2real1;
0,4;1,8953727476400672E-14;4,737543690680468E-14;7,01660951563099E-15;
0,6;1,042721464727947E-14;4,316547119742609E-15;3,3217872896784686E-15;
0,8;8,22453216642316E-15;2,966515921798418E-15;2,8244073746463984E-15;
1;7,940315072119119E-15;4,884981308350689E-15;2,966515921798418E-15;
1,2;8,5087492607272E-15;0,8116299939453748;3,1086244689504383E-15;
1,4;8,72191208145523E-15;4,983063981857458;3,3928415632544782E-15;
1,6;8,36664071357518E-15;12,849041880282428;0,4130468007493635;
1,8;7,940315072119119E-15;17,305008384447387;2,526674111844256;
2;7,22977233635902E-15;19,320721066072736;1,7017589350203557;
