




============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================













============================================================================
Função: CEC2017_01
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;5,11E+9;8,42E+9;3,39E+4;
melhorFX;1,18E+9;3,00E+9;3,29E+0;
piorFX;1,03E+10;2,81E+10;4,87E+5;
medianFX;5,02E+9;7,02E+9;3,59E+3;
sdFX;1,96E+9;5,36E+9;9,57E+4;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
4500;18185,743839930565;21939,82026660809;77277,28893838818;
5000;16148,360648344034;19755,88705422335;69788,85081185075;
6000;14565,181834023264;17248,373645950833;58429,779532109744;
7000;13672,867095760634;15564,369200863877;54017,07782429966;
8000;13171,298556704514;14629,827770211858;51345,75201324895;
9000;12798,45611005417;14030,350260716297;49877,64550450981;
10000;12539,478667791205;13184,941998355262;48658,81831805137;
12000;12248,116882161643;12666,475765831648;45966,01245789712;
14000;12074,8082418456;12224,70057011477;43002,001374066895;
16000;11983,473623353466;11872,821940170486;40431,25204375911;
18000;11932,849297326968;11346,55423250784;38098,18704557076;
20000;11900,733962247477;11144,44197047179;34737,48712747317;
25000;11854,44297320576;10918,728994203742;30116,605509572473;
30000;11834,126544417542;10297,980275081047;26497,38411091588;
35000;11825,31617971509;9867,080922130703;23517,858285101604;
40000;11820,934014326032;9422,4765817809;20479,062901096124;
45000;11819,205765534965;9165,68124822158;17694,49523741501;
50000;11818,325851223066;8717,519508872261;15286,98926859372;
55000;11817,343831735157;8671,515940021984;13687,575887770206;
60000;11817,112157007481;8457,138204911864;12542,48369960202;
65000;11817,014641661923;8220,652207603425;11583,142898527436;
70000;11816,977488521714;8087,637521644309;10483,022902839675;
75000;11816,962916769722;7850,2843503193635;8349,400736971393;
80000;11805,422821741193;7589,430397857503;7392,829859851821;
85000;11803,738425285439;7589,430397857503;6439,546246827781;
90000;10701,093138670649;7435,33907853316;5455,351937268507;
95000;10686,442892194491;7311,323683720086;4576,303885713229;
100000;10666,734129515486;7132,668436750325;4209,160310109033;











============================================================================
Função: CEC2017_12
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;4,70E+8;1,80E+9;3,02E+7;
melhorFX;4,05E+7;3,50E+8;7,87E+5;
piorFX;2,70E+9;3,12E+9;1,29E+8;
medianFX;3,74E+8;1,89E+9;2,36E+7;
sdFX;5,45E+8;8,41E+8;2,71E+7;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;66920659436,45283;66920659436,45283;69006603719,9118;
50;65299044934,38114;65299044934,38114;60931315488,3;
100;64582539586,999374;64582539586,999374;60931315488,3;
500;55333748150,780014;46889244345,39992;57597697989,12861;
1000;52893016660,39822;29608311589,50121;46311904364,85551;
1500;49039819769,799545;15134442498,322014;36568755219,707466;
2000;42148206203,2858;8683086870,193079;26432894047,360836;
2500;34339730372,961117;6465167608,58043;21428843110,34795;
3000;26975421367,799213;5349791723,80918;15179986470,257689;
3500;19718270369,384995;4669779409,446784;9283127672,26274;
4000;15198524043,211063;4355492573,362592;3368774366,1373577;
4500;11477980471,687107;4250816681,903177;1880488224,16501;
5000;8899579421,705746;4162669883,3189535;1145942375,0073211;
6000;5724862747,221226;3925226215,478891;475368935,16099256;
7000;3718503231,7777853;3784855399,260164;288624419,68445456;
8000;2612070922,0137897;3677087995,042615;204029115,45205048;
9000;1900710695,834726;3509072529,695457;158478724,27852884;
10000;1477326353,463239;3253990450,4611864;135225047,532373;
12000;1010414330,9041165;3226735357,532188;98471303,86660454;
14000;768970239,7736456;2900064283,1211834;85704506,3092521;
16000;666388165,3786519;2831517580,9346027;70756390,93517973;
18000;604837256,2637616;2684560176,1539826;61235302,91886153;
20000;576426008,3864963;2586289878,4060698;55406583,80781738;
25000;546601534,3750385;2528386343,5638013;49356164,298199974;
30000;537510768,068877;2437514949,363975;48662432,78743783;
35000;534334159,99348754;2322752349,7925687;46567805,32291959;
40000;533067165,81518286;2322752349,7925687;42503794,37604726;
45000;532488987,33930844;2292409811,5018826;41088796,57710798;
50000;532283400,0575803;2209324605,9155493;38617368,06272928;
55000;532181363,6388938;2159705043,3249683;38492947,44457208;
60000;532155222,11342037;2075037143,2368808;38472902,322513394;
65000;532148876,50272524;2042520998,5426648;38466983,618431695;
70000;532148000,40969884;2042520998,5426648;36661451,820018865;
75000;532060677,87166417;1912654197,7864487;34122451,29732973;
80000;531896598,021447;1905039241,3699536;32390288,123450007;
85000;531867472,06866974;1832442813,6170835;31413067,695261646;
90000;531844096,357442;1821424836,5597806;31203043,119383845;
95000;481925751,31357545;1803777084,6409094;30726679,93235377;
100000;470212807,6774085;1803777084,6409094;30198677,34003458;











============================================================================
Função: CEC2017_13
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;1,27E+9;1,22E+9;7,39E+4;
melhorFX;2,64E+7;1,39E+7;3,68E+2;
piorFX;5,99E+9;3,50E+9;6,52E+5;
medianFX;7,08E+8;1,08E+9;2,14E+4;
sdFX;1,43E+9;8,08E+8;1,41E+5;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;91620429535,79343;91620429535,79343;120293362573,10838;
50;91620397489,83783;91620397489,83783;91347487604,99248;
100;91620396201,19215;91620396201,19215;91162017498,73581;
500;56952006167,9499;52574573567,184364;79995625614,87572;
1000;56068104153,62642;36296809897,5271;69232641602,83199;
1500;49994245289,92801;21440528600,629456;54431469293,09362;
2000;42963454533,52224;13178943873,042204;44345960303,05409;
2500;33867598771,937363;9417816753,910715;37153643889,67654;
3000;25548095602,81657;8571802203,970567;23900073540,158882;
3500;17316947092,2618;8013681931,490447;18317317379,02124;
4000;12896854674,24;7636704354,608899;11230700868,024035;
4500;9046338001,348845;7275556654,880673;6793562987,140456;
5000;6019426077,6878;7240843474,625527;4890146564,631781;
6000;3900878341,0058465;5505954154,734124;950810349,2340952;
7000;2707480723,0511265;4856965077,780994;267026212,07385588;
8000;1870159876,4732137;4429261104,23954;48847202,879712805;
9000;1626485768,0123076;4221803052,9129477;14333083,9273535;
10000;1495381314,2258964;3862098311,712555;5151725,796318391;
12000;1376787952,5668032;3443585543,868555;275384,12072516425;
14000;1329764084,112143;3240688519,5550284;85327,23920858471;
16000;1312597430,5637395;3081429429,9879365;74736,15984623643;
18000;1305936475,2717128;2749372437,252483;74025,08853822175;
20000;1303210324,115579;2720548129,509502;73976,50161505686;
25000;1301569445,3486454;2471650590,9176197;73969,34622377176;
30000;1301341019,3036542;2001550790,1189528;73966,18602442762;
35000;1301321744,7706811;1803787099,052643;73961,17979474858;
40000;1301319905,6517015;1679215988,450761;73957,82857941603;
45000;1301319622,5427163;1500873506,8645897;73954,55186004177;
50000;1301319566,1291373;1424249657,0278609;73952,32343866357;
55000;1301319552,4540865;1410126057,82618;73950,24215201249;
60000;1301319547,9598472;1391358486,3706458;73948,13883916166;
65000;1301319546,2332456;1391358486,3706458;73945,90069267814;
70000;1301319545,684487;1357811206,1060443;73942,44824059101;
75000;1301319093,9921083;1357811206,1060443;73938,90015789501;
80000;1301318648,588401;1311261110,4168267;73936,97892955015;
85000;1301318635,6670616;1311261110,4168267;73935,32438158289;
90000;1301318077,053697;1311261110,4168267;73933,51644113848;
95000;1266100203,856003;1215048395,703871;73931,63442873041;
100000;1265350350,0765595;1215048395,703871;73929,85116582386;











============================================================================
Função: CEC2017_14
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;1,55E+7;2,10E+6;4,25E+6;
melhorFX;3,67E+5;3,86E+5;2,41E+5;
piorFX;6,16E+7;7,95E+6;2,30E+7;
medianFX;1,18E+7;1,63E+6;1,99E+6;
sdFX;1,57E+7;1,68E+6;5,94E+6;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;5104953467,085171;5104953467,085171;4670291649,918339;
50;5104953424,268;5104953424,268;2182449306,1407404;
100;3504902225,7952695;3504902225,7952695;2177440153,8219223;
500;1199076676,5475845;1182881713,4122477;1317376607,2538354;
1000;1172339982,6529264;470166295,6381971;781202210,7870156;
1500;1014868270,6193017;152152879,77313086;299497303,39482474;
2000;723184493,3318151;73890817,88867855;236749993,21857616;
2500;519945421,9451311;60467896,33412398;218522572,76382062;
3000;201570409,2831057;48841120,5592049;170944691,96124476;
3500;64551143,213613346;43650156,478466876;148258915,98689038;
4000;26074088,67610969;39943442,94270762;122131646,58032537;
4500;21014800,05659041;38023734,185012154;101697859,18605724;
5000;18638349,994962752;36128950,27188441;85842210,82249792;
6000;17077091,743259925;31645661,49524365;59753917,714635216;
7000;16346497,994210638;26252383,7397757;45574084,391596705;
8000;15980819,109499745;18899285,047196764;40527783,61273086;
9000;15796232,716846896;16295631,481823165;31662141,821525984;
10000;15690814,161924602;14344099,95415343;28170688,02164277;
12000;15530143,556894043;12930685,86911642;22297541,730023686;
14000;15490572,865849163;11713140,685919978;15157928,203151649;
16000;15479202,109380955;8341014,5467041135;11977057,386636931;
18000;15474790,725681348;7444121,295052707;10246526,229433933;
20000;15473103,78341241;5499078,352909857;8935297,872626437;
25000;15472522,344508834;5395666,002377554;7014635,437472438;
30000;15472519,539026406;4318845,3719364535;6588374,657384281;
35000;15472518,935133228;4287036,841276708;6326788,9987536045;
40000;15472518,76611462;3945077,1820443296;5844933,205635392;
45000;15472518,719370143;3590621,8692633435;5716409,770672545;
50000;15472518,708685677;3391553,3906745967;5608601,171751785;
55000;15472518,707758987;3389005,2738664392;5424286,720672323;
60000;15472518,707743458;3060634,4057261157;5176898,926726636;
65000;15472518,707743458;2646672,0869830474;5007785,581882042;
70000;15472518,707743458;2499777,599147475;4899378,958262106;
75000;15472518,707743458;2456554,9040420386;4763796,561519411;
80000;15472518,707743458;2381163,338209299;4645875,862212876;
85000;15472518,707743458;2235724,8184891986;4532158,310355958;
90000;15472518,707743458;2235724,8184891986;4411493,013537092;
95000;15472518,707743458;2167887,0167438057;4347059,915694776;
100000;15472518,707743458;2100556,3502671495;4259812,645020775;











============================================================================
Função: CEC2017_15
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;6,90E+8;2,32E+8;4,57E+4;
melhorFX;1,06E+5;1,90E+6;2,04E+2;
piorFX;3,64E+9;6,30E+8;2,92E+5;
medianFX;3,13E+8;2,34E+8;1,49E+4;
sdFX;1,00E+9;1,54E+8;7,46E+4;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;29415587425,28419;29415587425,28419;50782212273,16452;
50;29409346243,685253;29409346243,685253;41288980931,20297;
100;29409346243,685253;29409346243,685253;41195940624,51549;
500;18616503635,439575;15093437677,023201;34260540213,56041;
1000;17876482364,041447;9934189719,611408;28246910919,948807;
1500;14174701894,075645;6950623207,0979595;20444728601,16488;
2000;11118321138,930147;5134501359,436755;15693220403,912516;
2500;7478208558,559855;4042901195,0083995;13721326416,323599;
3000;5548756178,639196;3156517582,7040296;10355977077,238579;
3500;4033936404,1544776;2533726685,386454;7711568395,636247;
4000;2669830735,797342;2144554356,793794;5104765407,949161;
4500;1921088755,0141032;1979737040,5679052;1950791610,5732353;
5000;1436836716,4485736;1840577407,560533;1325986350,6162918;
6000;1016704818,3468094;1299329735,5828886;662870700,253365;
7000;869716899,0486541;1262874475,8250425;286560072,0853101;
8000;783397924,2253367;1125725680,2515402;79119134,04566257;
9000;741366332,6075283;1012916303,8877242;7464126,4100619545;
10000;717190174,0074722;894495199,5620412;1428826,467593636;
12000;698013788,8577313;856832096,9917334;93333,32718475861;
14000;692131776,7812865;710875238,5527251;49752,65400602229;
16000;690404712,4736022;680568825,349693;45920,087532825084;
18000;689848631,2482139;614036579,1128442;45726,51618559231;
20000;689638517,71881;596479415,8702431;45721,45363447882;
25000;689542829,3120552;554534417,8304068;45716,631118046265;
30000;689541252,38218;432343465,4048638;45712,78353211856;
35000;689541138,9112936;382436813,60975295;45709,60286346535;
40000;689541102,466013;369588957,75593716;45706,05201870633;
45000;689541092,4573518;360737143,74296194;45702,521947754016;
50000;689541089,2976902;357036640,5415718;45699,22809300692;
55000;689541088,2306759;339864701,9520191;45695,91035147292;
60000;689541087,7844332;325634549,5964543;45693,25252559063;
65000;689541087,6205009;302663128,8788817;45690,26370241277;
70000;689541087,5652823;299877926,1143229;45687,53794881641;
75000;689541087,543983;268156446,45153305;45686,36589889482;
80000;689541086,4916191;264473443,14188284;45685,28409333802;
85000;689541086,2411346;257714246,5264063;45684,14751148362;
90000;689519960,4218354;239861116,63766983;45683,11787907109;
95000;689505717,9738071;233584944,00106996;45682,09167915601;
100000;689505624,6339068;231700196,7947539;45681,11013924263;











============================================================================
Função: CEC2017_16
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;1,67E+3;2,27E+3;1,61E+3;
melhorFX;1,00E+3;1,05E+3;7,53E+2;
piorFX;2,31E+3;2,91E+3;3,14E+3;
medianFX;1,66E+3;2,33E+3;1,66E+3;
sdFX;3,31E+2;4,29E+2;4,93E+2;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;57736,14727821502;57736,14727821502;56586,91061943039;
50;57606,20426149384;57606,20426149384;35903,583291649804;
100;35962,13094152068;35962,13094152068;35837,26736679915;
500;26314,357006961047;21217,112122299273;31208,95885743924;
1000;24877,500413502272;13715,32704749062;26860,648131184123;
1500;21766,819308911756;10536,50635229875;21768,976332131737;
2000;14423,261110813124;7427,023903382488;16491,883432520102;
2500;9353,189706453313;6324,1902206337245;14311,725972146083;
3000;7086,8676404259795;5381,8554816039095;10236,66201560201;
3500;5480,960080460445;4687,334493709937;7917,988774874987;
4000;4377,283584034749;4410,967606302353;6719,544812327285;
4500;3757,5422191223615;4055,4589939761217;5335,228787846589;
5000;3264,591911116243;3841,4572884219842;4753,381538570189;
6000;2787,1145238741688;3365,01083724865;3708,64274800675;
7000;2486,067156031544;3071,026606410315;2151,3768651591004;
8000;2274,9624892834313;3017,749867864847;1981,1057164091756;
9000;2141,1453968396313;2944,2948456854915;1882,322972856768;
10000;2050,3210486994885;2825,6517716684534;1825,4226099523453;
12000;1896,5667704096452;2740,0140109615236;1768,0949692677611;
14000;1826,7286811995348;2722,7449786176294;1710,5385021016664;
16000;1787,6889271149587;2688,532953566327;1693,4808454473923;
18000;1758,533452668224;2642,7343929682233;1672,3085494901266;
20000;1744,8500785305528;2635,5367660018915;1662,2521801271769;
25000;1727,512473983668;2580,420372089739;1657,6558444254256;
30000;1719,7224618401926;2532,307666691043;1652,9716185546083;
35000;1717,068451399731;2479,1683231927987;1648,4135386355479;
40000;1715,5478846012165;2456,681362775043;1646,1191206835836;
45000;1715,0124381089129;2426,612442181286;1643,5925834976895;
50000;1714,7543125837178;2384,500985386288;1631,2847697744246;
55000;1714,6682808485882;2363,0837968120113;1617,0013761574958;
60000;1714,0716299352036;2324,647317316935;1614,3194522935214;
65000;1713,4740010298913;2306,0027362874725;1614,0531914442256;
70000;1712,4499961371453;2306,0027362874725;1613,8865417437887;
75000;1710,2413876107573;2306,0027362874725;1613,8708079630721;
80000;1697,0713727957789;2306,0027362874725;1613,8580638094847;
85000;1684,8830005397715;2292,8006360452046;1613,8452907456258;
90000;1675,046589379022;2282,5774216218483;1613,82858788815;
95000;1670,912674249347;2267,6751758925793;1613,7799493217074;
100000;1670,2828011811391;2267,6751758925793;1613,759375360051;











============================================================================
Função: CEC2017_17
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;1,06E+3;1,14E+3;8,67E+2;
melhorFX;4,93E+2;7,16E+2;3,10E+2;
piorFX;2,94E+3;1,52E+3;1,36E+3;
medianFX;9,02E+2;1,18E+3;9,36E+2;
sdFX;5,57E+2;2,21E+2;2,85E+2;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;29784050,288088568;29784050,288088568;39667821,30034704;
50;29783500,615590274;29783500,615590274;12356237,824608883;
100;17632836,563233193;17632836,563233193;12346753,238378385;
500;3755299,202801967;2157741,076849371;7874868,182146737;
1000;3678530,6264708466;342213,6694056889;4267460,31654564;
1500;1649831,4500040864;143511,66677308068;2803093,139605843;
2000;853782,9401589636;38196,25450887078;1438595,7873021925;
2500;524221,013855083;35496,10925865082;741744,0415224581;
3000;174414,4741906179;23705,028454081526;310553,3355429733;
3500;96389,06136780775;19199,468299515123;111951,3459475911;
4000;22400,20195521658;16476,360333984638;56013,056719902874;
4500;12831,44406696325;15745,606860313059;8676,73792166008;
5000;7872,574090080976;14448,852484838144;2836,7705537748657;
6000;3414,28774785692;5303,7094860720235;1106,8624345087649;
7000;2201,341533788679;3833,8012715519612;1014,8431716198412;
8000;1690,628346919132;3778,923308071772;952,312961892658;
9000;1489,94129215212;3711,420130239604;938,7592441078708;
10000;1395,9704865181272;3252,6116556003526;915,9142297148562;
12000;1309,3874439069702;2711,1035354220453;912,3026162827624;
14000;1264,2450521771837;2683,5894469360715;911,959257003076;
16000;1239,7766860695;2012,9441010423252;911,9034540696247;
18000;1226,2986960426185;1884,8527209031668;911,8254188917132;
20000;1219,0370097506793;1844,7690191419038;911,6670829004514;
25000;1207,6708684077332;1742,3284772593427;909,2071123994987;
30000;1205,0605239899;1453,8006141395526;907,701576464399;
35000;1203,8980219322073;1409,1499284900963;907,0630796797319;
40000;1203,2935962472027;1363,1640903385828;871,0776357520151;
45000;1202,6710850191735;1278,6812396539733;871,0179277038128;
50000;1202,6145429935757;1265,9442096105017;870,8215579403598;
55000;1196,7778571652846;1255,7113676745187;870,7834038418888;
60000;1195,0866603789634;1245,9464194075913;870,7601389286522;
65000;1180,2705371229338;1242,7267044368084;870,7530930562776;
70000;1107,4393802181232;1209,8660915169128;870,7474489097333;
75000;1100,8544130257987;1209,8660915169128;870,7070170607033;
80000;1100,1440176637943;1185,6363686332538;870,6940259191972;
85000;1096,9871807602294;1166,9964293796697;870,6903532077141;
90000;1082,717141596095;1151,2047085044892;867,2487013563234;
95000;1068,3976731837442;1139,7036808457744;867,2171561105795;
100000;1058,65206579411;1138,0687665404141;867,178945401733;











============================================================================
Função: CEC2017_18
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;1,55E+7;1,24E+7;7,46E+6;
melhorFX;6,83E+5;1,46E+6;1,05E+5;
piorFX;8,15E+7;3,68E+7;3,50E+7;
medianFX;9,46E+6;1,07E+7;4,23E+6;
sdFX;2,06E+7;8,14E+6;8,51E+6;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;23373888201,474808;23373888201,474808;28453155447,812737;
50;22098342095,978725;22098342095,978725;16239642511,32721;
100;18334060964,18964;18334060964,18964;16156733046,877302;
500;8972208661,430775;6770481134,349116;13375938031,241426;
1000;7964729907,348757;2865904417,051433;6243929086,057511;
1500;5727329644,655274;1612911963,4798172;4003460693,788504;
2000;3794585938,2626386;1149785080,0720346;2743634311,5820217;
2500;1425222147,6271741;976912739,1138356;2381562918,92492;
3000;630608739,4094689;705658857,0746104;316709785,54829085;
3500;211146062,3742492;617704434,5551686;270993348,4938367;
4000;80091167,59548539;299054593,75522846;168177131,4657273;
4500;39464397,03718673;178845923,3840956;150950169,24065304;
5000;27388843,068987243;136923706,50819352;137672523,3395104;
6000;21786683,694582917;127673001,44869147;107130600,67307483;
7000;19587781,14888161;103411246,25101092;75632023,28018506;
8000;18783662,42438265;95167942,71745834;52527457,51490525;
9000;18380361,196499493;93939368,99619573;45044094,10169388;
10000;18115668,259863626;92595729,54361664;38356927,69893304;
12000;17793632,83970645;67155210,98144184;29913080,82422813;
14000;17739374,81034019;59261055,09169258;23619689,37735395;
16000;17715155,881407365;51150755,871472515;17787492,44011347;
18000;17667293,811690018;46395389,72612349;12450821,076001048;
20000;17665228,31613755;44526368,613669194;10800507,935768435;
25000;17664489,13704725;36454810,587229386;10043627,019194623;
30000;17664470,21457535;30969327,382760134;9799950,591388686;
35000;17664465,54073878;27893937,558037095;9641404,354528071;
40000;17664465,029304113;23695492,4923635;9480253,409796296;
45000;17664464,9055241;21857290,984138645;9360117,42724344;
50000;17664464,688488726;21176872,079059087;9152403,438840367;
55000;16052322,77971561;20597266,72355334;8822331,105928715;
60000;16051735,558903921;19864379,00555716;8365237,588209071;
65000;15713661,46918427;18641067,857362483;8201772,753379223;
70000;15652573,388969006;16794881,73165194;8076309,456328397;
75000;15629732,71136563;16126588,185209306;7973066,552902586;
80000;15628895,089436723;16126588,185209306;7864881,264896735;
85000;15620679,135163037;15319761,580271909;7763559,491483187;
90000;15582775,486488929;13710506,017686116;7651535,15481114;
95000;15525504,647403115;12460221,03737439;7575602,910121796;
100000;15525475,597979836;12356167,765645599;7467053,698052562;











============================================================================
Função: CEC2017_19
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;7,06E+8;2,89E+8;3,04E+4;
melhorFX;8,33E+4;2,48E+6;1,07E+2;
piorFX;2,66E+9;6,89E+8;2,66E+5;
medianFX;3,65E+8;2,69E+8;1,31E+4;
sdFX;7,68E+8;1,70E+8;6,20E+4;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;49489000794,28028;49489000794,28028;44251343980,22852;
50;49401530211,9179;49401530211,9179;31957772797,38447;
100;42277344657,70833;42277344657,70833;31630078930,599754;
500;25975075322,155357;24347231462,03943;28189119786,167336;
1000;24773090462,9243;13543444342,286871;22842951729,513306;
1500;22707706096,708206;9471528369,727297;17489183855,65326;
2000;19833759510,282146;6372803686,018775;14899551686,89614;
2500;11504321386,848427;4665903706,928458;11634224337,584383;
3000;7430047112,346529;3838300514,8322062;7673325825,739278;
3500;5023972856,444927;3503510975,4508014;5649117079,836753;
4000;4012177129,0308695;2994861628,683072;4058245997,6598644;
4500;2570703691,351037;2857390653,8337;2320220960,3631387;
5000;2090635010,6661844;2776482310,300177;1825245396,9819276;
6000;1240217242,3035927;2440555843,3274927;466982148,269896;
7000;1040895853,6233861;2263001718,4597387;100463452,79100414;
8000;914355486,0414813;2171800329,854071;14613018,48415686;
9000;859736508,646917;2022375092,8844228;5066549,721377583;
10000;831393818,1455902;1777213063,4243932;1119534,0193014296;
12000;806346753,4135699;1346309846,366486;55891,51252102151;
14000;773113171,5898838;1211300919,0737855;30469,38370644832;
16000;767548774,384671;946784574,0274585;30372,02966003987;
18000;766458451,8228499;854379548,594948;30368,781776334705;
20000;766084956,8088658;834281176,4677557;30368,07897331422;
25000;765904150,755509;634007338,0532323;30367,194602944837;
30000;765890636,8396981;594856269,9172865;30365,582093446374;
35000;765890344,3421136;581760585,6391851;30364,737842146733;
40000;765890333,1999515;555252958,6476636;30364,104807361437;
45000;765890331,0167187;490440596,7836086;30363,39189719811;
50000;765890330,6204417;474646041,15274924;30362,773921648164;
55000;765890330,1975578;409547388,40214217;30362,177157058777;
60000;765890328,6465192;400508970,2890778;30360,896838446464;
65000;765890327,8638293;380686531,97561115;30360,294970271145;
70000;757211499,2620264;378651947,03163266;30359,622506799395;
75000;757211349,1760368;325195757,7773338;30358,682429115048;
80000;708909278,9045236;323396535,0227352;30358,110895875332;
85000;706318085,9167764;307045773,7498042;30357,547423272485;
90000;706306290,4790622;304177548,00597;30357,03228102777;
95000;706306277,4896233;293280384,5681303;30356,291806140052;
100000;706291195,7381432;288947090,1028055;30355,667079552917;











============================================================================
Função: CEC2017_20
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;9,96E+2;9,74E+2;7,84E+2;
melhorFX;2,82E+2;5,36E+2;2,21E+2;
piorFX;1,57E+3;1,26E+3;1,38E+3;
medianFX;1,03E+3;9,87E+2;7,45E+2;
sdFX;3,42E+2;1,41E+2;2,78E+2;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;2896,2155150909466;2896,2155150909466;2927,944404226348;
50;2888,1835799407463;2888,1835799407463;2454,7066572972103;
100;2878,714082192392;2878,714082192392;2321,9581889085466;
500;2043,6717757788576;2045,6457678849229;2235,964425647015;
1000;1994,2679198280264;1838,3370609687545;2204,902812746547;
1500;1868,396244433673;1755,3865166895819;2076,12307530745;
2000;1757,7154037421835;1658,5393374429282;1994,3792829649826;
2500;1590,127263276723;1602,7062652939674;1941,145364992769;
3000;1459,4973633552115;1548,4811798303951;1812,4039541016225;
3500;1363,3405323796883;1523,4528056599597;1579,406932012367;
4000;1299,030577667219;1506,1078519110038;1491,2690615906208;
4500;1249,3045425831417;1483,7467407630863;1316,4673694888163;
5000;1202,9273315387481;1446,1218272565904;1201,7422193998527;
6000;1145,9507992508286;1419,4012224333774;1052,568581760555;
7000;1106,4098567478918;1373,2136818972765;1018,9576627805927;
8000;1068,3008808326508;1354,34290929737;979,5745000551314;
9000;1046,317772821322;1309,8194455538503;944,0525645036919;
10000;1033,601235438717;1302,338060834814;914,3746319166456;
12000;1016,6791636616151;1276,9468909951531;877,9053816652165;
14000;1007,8119248938126;1261,20550469279;844,9441782370031;
16000;1002,9357087750636;1242,4858933465393;840,379789469462;
18000;999,8697885818162;1235,7071518152266;838,0280335191547;
20000;998,2839083538379;1224,3191389333851;835,9281211340648;
25000;996,7126842989269;1188,8283521748415;833,007099563847;
30000;996,1863440254707;1152,489301549939;826,4242488698854;
35000;995,9575453438189;1111,1159628506095;823,8272728688648;
40000;995,8826463462415;1088,1900708701764;822,4962313659354;
45000;995,8727601085831;1088,008938430893;821,7383063466201;
50000;995,8718736391438;1073,1492537110012;821,1888414242187;
55000;995,871858670071;1060,6308770708663;820,2279508281747;
60000;995,871858670071;1051,2819238754375;819,1645548171068;
65000;995,871858670071;1039,855171272635;786,4295744600389;
70000;995,871858670071;1017,2209773814915;786,2029890530009;
75000;995,871858670071;1002,8545491273508;786,0207473616878;
80000;995,871858670071;1000,0445332803072;784,7260673015566;
85000;995,871858670071;985,852832780751;784,4757416119518;
90000;995,871858670071;985,852832780751;784,4703142127862;
95000;995,871858670071;981,7204440000158;784,4654410920216;
100000;995,871858670071;974,0823895155957;784,2054238758805;











============================================================================
Função: CEC2017_21
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;3,95E+2;4,91E+2;3,67E+2;
melhorFX;3,17E+2;4,45E+2;2,78E+2;
piorFX;5,02E+2;5,42E+2;4,22E+2;
medianFX;3,81E+2;4,92E+2;3,76E+2;
sdFX;4,58E+1;2,41E+1;3,68E+1;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;1298,2040719002653;1298,2040719002653;1535,470140075698;
